id,apellido,nombre,genero,distrito,inicio,fin,juramento,cese,bloque,bloque_inicio,bloque_fin
hcdn1136,abdala de matarazzo,norma amanda,f,santiago del estero,2009-12-10,2013-12-09,2009-12-03,2013-12-09,frente civico por santiago,2009-12-10,2013-12-09
hcdn1136,abdala de matarazzo,norma amanda,f,santiago del estero,2013-12-10,2017-12-09,2013-12-04,2017-12-09,frente civico por santiago,2013-12-10,2017-12-09
hcdn1136,abdala de matarazzo,norma amanda,f,santiago del estero,2017-12-10,2021-12-09,2017-12-06,2021-12-09,frente civico por santiago,2017-12-10,2019-12-09
hcdn1136,abdala de matarazzo,norma amanda,f,santiago del estero,2017-12-10,2021-12-09,2017-12-06,2021-12-09,frente de todos,2019-12-10,2021-12-09
hcdn1382,abraham,alejandro,m,mendoza,2013-12-10,2017-12-09,2013-12-04,2017-12-09,frente para la victoria - pj,2013-12-13,2017-12-09
hcdn1441,acerenza,samanta maria celeste,f,buenos aires,2015-12-10,2019-12-09,2015-12-04,2019-12-09,union pro,2015-12-10,2017-12-09
hcdn1441,acerenza,samanta maria celeste,f,buenos aires,2015-12-10,2019-12-09,2015-12-04,2019-12-09,pro,2017-12-10,2019-12-09
hcdn0055,acevedo,sergio,m,santa cruz,2021-12-10,2025-12-09,2023-12-07,2025-09-15,ser - somos energia para renovar,2023-12-08,2023-12-12
hcdn0055,acevedo,sergio,m,santa cruz,2021-12-10,2025-12-09,2023-12-07,2025-09-15,por santa cruz,2023-12-12,2025-09-15
hcdn0970,acosta,maria julia,f,catamarca,2007-12-10,2011-12-09,2007-12-05,2011-12-09,frente para la victoria - pj,2007-12-10,2011-12-09
hcdn3018,agost carreño,oscar,m,cordoba,2021-12-10,2025-12-09,2023-08-23,2025-12-09,pro,2023-08-23,2023-12-09
hcdn3018,agost carreño,oscar,m,cordoba,2021-12-10,2025-12-09,2023-08-23,2025-12-09,cambio federal,2023-12-10,2023-12-27
hcdn3018,agost carreño,oscar,m,cordoba,2021-12-10,2025-12-09,2023-08-23,2025-12-09,hacemos coalición federal,2023-12-27,2024-08-07
hcdn3018,agost carreño,oscar,m,cordoba,2021-12-10,2025-12-09,2023-08-23,2025-12-09,encuentro federal,2024-08-07,2025-12-09
hcdn0971,agosto,walter alfredo,m,santa fe,2007-12-10,2011-12-09,2007-12-05,2011-12-09,frente para la victoria - pj,2007-12-10,2009-02-23
hcdn0971,agosto,walter alfredo,m,santa fe,2007-12-10,2011-12-09,2007-12-05,2011-12-09,santa fe federal,2009-02-24,2009-12-09
hcdn0971,agosto,walter alfredo,m,santa fe,2007-12-10,2011-12-09,2007-12-05,2011-12-09,peronismo federal,2009-12-10,2011-12-09
hcdn0845,aguad,oscar raul,m,cordoba,2009-12-10,2013-12-09,2009-12-03,2013-12-09,ucr,2009-12-10,2013-12-09
hcdn0845,aguad,oscar raul,m,cordoba,2013-12-10,2017-12-09,2013-12-04,2015-12-09,ucr,2013-12-10,2015-12-09
hcdn3166,aguero,guillermo cesar,m,chaco,2025-12-10,2029-12-09,,2029-12-09,ucr - unión cívica radical,2025-12-10,2029-12-09
hcdn1232,aguilar,lino walter,m,san luis,2011-12-10,2015-12-09,2011-12-06,2015-12-09,frente peronista,2011-12-10,2013-09-16
hcdn1232,aguilar,lino walter,m,san luis,2011-12-10,2015-12-09,2011-12-06,2015-12-09,compromiso federal,2013-09-17,2015-12-09
hcdn0972,aguirre,hilda,f,la rioja,2007-12-10,2011-12-09,2007-12-05,2011-12-09,frente para la victoria - pj,2007-12-10,2011-12-09
hcdn0972,aguirre,hilda,f,la rioja,2019-12-10,2023-12-09,2019-12-04,2023-12-09,frente de todos,2019-12-10,2023-12-09
hcdn0972,aguirre,hilda,f,la rioja,2023-12-10,2027-12-09,2023-12-07,2027-12-09,unión por la patria,2023-12-10,2027-12-09
hcdn2959,aguirre,manuel ignacio,m,corrientes,2021-12-10,2025-12-09,2021-12-07,2025-12-09,ucr,2021-12-10,2023-12-09
hcdn2959,aguirre,manuel ignacio,m,corrientes,2021-12-10,2025-12-09,2021-12-07,2025-12-09,ucr - unión cívica radical,2023-12-10,2024-10-24
hcdn2959,aguirre,manuel ignacio,m,corrientes,2021-12-10,2025-12-09,2021-12-07,2025-12-09,democracia para siempre,2024-10-24,2025-12-09
hcdn2349,aicega,juan,m,buenos aires,2017-12-10,2021-12-09,2017-12-06,2021-12-09,pro,2017-12-10,2021-12-09
hcdn2916,ajmechet,sabrina,f,ciudad de buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,pro,2021-12-10,2023-12-09
hcdn2916,ajmechet,sabrina,f,ciudad de buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,pro,2023-12-10,2025-11-03
hcdn2916,ajmechet,sabrina,f,ciudad de buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,la libertad avanza,2025-11-03,2025-12-09
hcdn2916,ajmechet,sabrina,f,ciudad de buenos aires,2025-12-10,2029-12-09,,2029-12-09,la libertad avanza,2025-12-10,2029-12-09
hcdn1101,albarracin,jorge luis,m,mendoza,2009-12-10,2013-12-09,2011-12-06,2013-12-09,ucr,2011-12-10,2013-12-09
hcdn1572,albornoz,gabriela romina,f,jujuy,2013-12-10,2017-12-09,2016-03-01,2017-12-09,ucr,2016-03-01,2017-12-09
hcdn1137,albrieu,oscar edmundo nicolas,m,rio negro,2009-12-10,2013-12-09,2009-12-03,2013-12-01,frente para la victoria - pj,2009-12-10,2013-12-01
hcdn0163,albrisi,cesar alfredo,m,cordoba,2007-12-10,2011-12-09,2007-12-05,2010-04-14,frente justicia union y libertad - frejuli,2007-12-10,2009-12-09
hcdn0163,albrisi,cesar alfredo,m,cordoba,2007-12-10,2011-12-09,2007-12-05,2010-04-14,peronismo federal,2009-12-10,2010-04-14
hcdn1068,alcuaz,horacio alberto,m,buenos aires,2007-12-10,2011-12-09,2007-12-19,2011-12-09,coalicion civica - ari - gen - upt,2007-12-10,2009-11-11
hcdn1068,alcuaz,horacio alberto,m,buenos aires,2007-12-10,2011-12-09,2007-12-19,2011-12-09,gen,2009-11-12,2011-12-09
hcdn2859,alderete,juan carlos,m,buenos aires,2019-12-10,2023-12-09,2019-12-19,2023-12-09,frente de todos,2019-12-19,2023-12-09
hcdn1338,alegre,gilberto oscar,m,buenos aires,2013-12-10,2017-12-09,2013-12-04,2017-12-09,frente renovador,2013-12-10,2015-12-09
hcdn1338,alegre,gilberto oscar,m,buenos aires,2013-12-10,2017-12-09,2013-12-04,2017-12-09,federal unidos por una nueva argentina,2015-12-10,2017-12-09
hcdn0973,alfaro,german enrique,m,tucuman,2007-12-10,2011-12-09,2007-12-05,2011-10-21,frente para la victoria - pj,2007-12-10,2011-10-21
hcdn1138,alfonsin,ricardo luis,m,buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,ucr,2009-12-10,2013-12-09
hcdn1138,alfonsin,ricardo luis,m,buenos aires,2013-12-10,2017-12-09,2013-12-04,2017-12-09,ucr,2013-12-10,2017-12-09
hcdn3140,ali,ernesto "pipi",m,san luis,2023-12-10,2027-12-09,2024-01-31,2027-12-09,unión por la patria,2024-01-31,2027-12-09
hcdn2912,alianiello,eugenia,f,chubut,2021-12-10,2025-12-09,2021-12-07,2025-12-09,frente de todos,2021-12-10,2023-12-09
hcdn2912,alianiello,eugenia,f,chubut,2021-12-10,2025-12-09,2021-12-07,2025-12-09,unión por la patria,2023-12-10,2025-12-09
hcdn1222,alizegui,antonio anibal,m,entre rios,2007-12-10,2011-12-09,2009-12-03,2011-12-09,frente para la victoria - pj,2009-12-10,2011-12-09
hcdn2350,allende,walberto,m,san juan,2017-12-10,2021-12-09,2017-12-06,2021-12-09,todos juntos por san juan,2017-12-10,2019-12-09
hcdn2350,allende,walberto,m,san juan,2017-12-10,2021-12-09,2017-12-06,2021-12-09,frente de todos,2019-12-10,2021-12-09
hcdn2350,allende,walberto,m,san juan,2021-12-10,2025-12-09,2021-12-07,2025-12-09,frente de todos,2021-12-10,2023-12-09
hcdn2350,allende,walberto,m,san juan,2021-12-10,2025-12-09,2021-12-07,2025-12-09,unión por la patria,2023-12-10,2025-12-09
hcdn3171,almena,carlos alberto,m,san luis,2025-12-10,2029-12-09,,2029-12-09,la libertad avanza,2025-12-10,2029-12-09
hcdn3029,almiron,lisandro,m,corrientes,2023-12-10,2027-12-09,2023-12-07,2027-12-09,la libertad avanza,2023-12-10,2027-12-09
hcdn2937,alonso,constanza maria,f,buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,frente de todos,2021-12-10,2023-12-09
hcdn2937,alonso,constanza maria,f,buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,unión por la patria,2023-12-10,2025-12-09
hcdn0733,alonso,gumersindo federico,m,cordoba,2009-12-10,2013-12-09,2009-12-03,2013-12-09,frente civico - cordoba,2009-12-10,2013-12-09
hcdn1568,alonso,horacio fernando,m,buenos aires,2013-12-10,2017-12-09,2016-03-01,2017-12-09,federal unidos por una nueva argentina,2016-03-01,2017-12-09
hcdn1139,alonso,laura,f,ciudad de buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,pro,2009-12-10,2013-12-09
hcdn1139,alonso,laura,f,ciudad de buenos aires,2013-12-10,2017-12-09,2013-12-04,2015-12-22,union pro,2013-12-10,2015-12-22
hcdn2351,alonso,laura v.,f,buenos aires,2017-12-10,2021-12-09,2017-12-10,2019-12-10,frente para la victoria - pj,2017-12-10,2019-12-09
hcdn2351,alonso,laura v.,f,buenos aires,2017-12-10,2021-12-09,2017-12-10,2019-12-10,frente de todos,2019-12-10,2019-12-10
hcdn1233,alonso,maria luz,f,la pampa,2011-12-10,2015-12-09,2011-12-06,2015-12-09,frente para la victoria - pj,2011-12-10,2015-12-09
hcdn2352,alume sbodio,karim augusto,m,san luis,2017-12-10,2021-12-09,2017-12-06,2021-12-09,compromiso federal,2017-12-10,2018-02-05
hcdn2352,alume sbodio,karim augusto,m,san luis,2017-12-10,2021-12-09,2017-12-06,2021-12-09,unidad justicialista,2018-02-06,2019-12-09
hcdn2352,alume sbodio,karim augusto,m,san luis,2017-12-10,2021-12-09,2017-12-06,2021-12-09,frente de todos,2019-12-10,2021-12-09
hcdn3178,alvarez,claudio,m,san luis,2023-12-10,2027-12-09,2025-12-03,2027-12-09,pais federal,2025-12-10,2026-02-13
hcdn3178,alvarez,claudio,m,san luis,2023-12-10,2027-12-09,2025-12-03,2027-12-09,innovación federal,2026-02-13,2027-12-09
hcdn1140,alvarez,elsa maria,f,santa cruz,2009-12-10,2013-12-09,2009-12-03,2013-12-09,ucr,2009-12-10,2013-12-09
hcdn2790,alvarez,felipe,m,la rioja,2019-12-10,2023-12-09,2019-12-04,2023-12-09,produccion y trabajo,2019-12-10,2020-05-26
hcdn2790,alvarez,felipe,m,la rioja,2019-12-10,2023-12-09,2019-12-04,2023-12-09,accion federal,2020-05-26,2021-12-09
hcdn2790,alvarez,felipe,m,la rioja,2019-12-10,2023-12-09,2019-12-04,2023-12-09,ser - somos energia para renovar,2021-12-10,2023-12-09
hcdn1141,alvarez,jorge mario,m,santa fe,2009-12-10,2013-12-09,2009-12-03,2013-12-09,ucr,2009-12-10,2013-12-09
hcdn0693,alvarez,juan jose,m,buenos aires,2007-12-10,2011-12-09,2007-12-19,2011-12-09,union celeste y blanco,2007-12-10,2009-12-09
hcdn0693,alvarez,juan jose,m,buenos aires,2007-12-10,2011-12-09,2007-12-19,2011-12-09,peronista,2009-12-10,2011-02-28
hcdn0693,alvarez,juan jose,m,buenos aires,2007-12-10,2011-12-09,2007-12-19,2011-12-09,nucleo unidad peronista,2011-03-01,2011-12-09
hcdn0846,alvarez rodriguez,maria cristina,f,buenos aires,2015-12-10,2019-12-09,2015-12-04,2019-12-09,frente para la victoria - pj,2015-12-10,2019-12-09
hcdn0846,alvarez rodriguez,maria cristina,f,buenos aires,2019-12-10,2023-12-09,2019-12-04,2021-09-21,frente de todos,2019-12-10,2021-09-21
hcdn0974,alvaro,hector jorge,m,mendoza,2007-12-10,2011-12-09,2007-12-05,2011-12-09,de la concertacion,2007-12-10,2011-12-09
hcdn1142,amadeo,eduardo pablo,m,buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,peronismo federal,2009-12-10,2011-12-06
hcdn1142,amadeo,eduardo pablo,m,buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,frente peronista,2011-12-07,2013-09-10
hcdn1142,amadeo,eduardo pablo,m,buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,frente renovador,2013-09-11,2013-12-09
hcdn1142,amadeo,eduardo pablo,m,buenos aires,2015-12-10,2019-12-09,2015-12-04,2019-12-09,union pro,2015-12-10,2017-12-09
hcdn1142,amadeo,eduardo pablo,m,buenos aires,2015-12-10,2019-12-09,2015-12-04,2019-12-09,pro,2017-12-10,2019-12-09
hcdn2806,amaya,domingo luis,m,tucuman,2019-12-10,2023-12-09,2019-12-04,2023-12-09,pro,2019-12-10,2021-12-09
hcdn2806,amaya,domingo luis,m,tucuman,2019-12-10,2023-12-09,2019-12-04,2023-12-09,encuentro federal,2021-12-10,2023-12-09
hcdn2805,ameri,juan emilio,m,salta,2017-12-10,2021-12-09,2019-12-19,2020-09-24,frente de todos,2019-12-19,2020-09-24
hcdn3185,andino,cristian,m,san juan,2025-12-10,2029-12-09,,2029-12-09,unión por la patria,2025-12-10,2029-12-09
hcdn3226,andrade,javier,m,ciudad de buenos aires,2023-12-10,2027-12-09,2025-12-03,2027-12-09,unión por la patria,2025-12-10,2027-12-09
hcdn3157,andreussi,barbara,f,jujuy,2025-12-10,2029-12-09,,2029-12-09,la libertad avanza,2025-12-10,2029-12-09
hcdn2793,angelini,federico,m,santa fe,2019-12-10,2023-12-09,2019-12-04,2023-12-09,pro,2019-12-10,2023-12-09
hcdn2354,ansaloni,pablo,m,buenos aires,2017-12-10,2021-12-09,2017-12-06,2021-12-09,pro,2017-12-10,2019-12-09
hcdn2354,ansaloni,pablo,m,buenos aires,2017-12-10,2021-12-09,2017-12-06,2021-12-09,unidad y equidad federal,2019-12-10,2021-12-09
hcdn2354,ansaloni,pablo,m,buenos aires,2023-12-10,2027-12-09,2023-12-07,2027-12-09,la libertad avanza,2023-12-10,2027-12-09
hcdn2893,antola,marcela,f,entre rios,2021-12-10,2025-12-09,2021-12-07,2025-12-09,evolucion radical,2021-12-10,2023-12-09
hcdn2893,antola,marcela,f,entre rios,2021-12-10,2025-12-09,2021-12-07,2025-12-09,ucr - unión cívica radical,2023-12-10,2024-10-24
hcdn2893,antola,marcela,f,entre rios,2021-12-10,2025-12-09,2021-12-07,2025-12-09,democracia para siempre,2024-10-24,2025-12-09
hcdn2759,aparicio,alicia n.,f,buenos aires,2019-12-10,2023-12-09,2019-12-04,2023-12-09,frente de todos,2019-12-10,2023-12-09
hcdn3032,arabia,damian,m,ciudad de buenos aires,2023-12-10,2027-12-09,2023-12-07,2027-12-09,pro,2023-12-10,2025-11-03
hcdn3032,arabia,damian,m,ciudad de buenos aires,2023-12-10,2027-12-09,2023-12-07,2027-12-09,la libertad avanza,2025-11-03,2027-12-09
hcdn1234,aragon,santiago diego,m,buenos aires,2011-12-10,2015-12-09,2011-12-06,2012-03-02,frente para la victoria - pj,2011-12-10,2012-03-02
hcdn3022,arancibia rodriguez,alberto gustavo,m,san luis,2021-12-10,2025-12-09,2023-11-02,2025-12-09,avanzar san luis,2023-11-02,2023-11-02
hcdn3022,arancibia rodriguez,alberto gustavo,m,san luis,2021-12-10,2025-12-09,2023-11-02,2025-12-09,bloque unipersonal,2023-11-02,2023-11-07
hcdn3022,arancibia rodriguez,alberto gustavo,m,san luis,2021-12-10,2025-12-09,2023-11-02,2025-12-09,democrata,2023-11-07,2023-12-20
hcdn3022,arancibia rodriguez,alberto gustavo,m,san luis,2021-12-10,2025-12-09,2023-11-02,2025-12-09,la libertad avanza,2023-12-20,2025-12-09
hcdn3023,araujo,maria fernanda,f,ciudad de buenos aires,2021-12-10,2025-12-09,2023-12-07,2025-12-09,la libertad avanza,2023-12-07,2025-12-09
hcdn3047,araujo hernandez,jorge neri,m,tierra del fuego,2023-12-10,2027-12-09,2023-12-07,2027-12-09,unión por la patria,2023-12-10,2027-12-09
hcdn0975,arbo,jose ameghino,m,corrientes,2007-12-10,2011-12-09,2007-12-05,2011-12-09,partido liberal de corrientes,2007-12-10,2011-12-09
hcdn2355,arce,mario horacio,m,formosa,2017-12-10,2021-12-09,2017-12-06,2021-12-09,ucr,2017-12-10,2021-12-09
hcdn3049,ardohain,martin,m,la pampa,2023-12-10,2027-12-09,2023-12-07,2027-12-09,pro,2023-12-10,2027-12-09
hcdn1143,arena,celia isabel,f,santa fe,2009-12-10,2013-12-09,2009-12-03,2013-12-09,peronismo federal,2009-12-10,2011-12-09
hcdn1143,arena,celia isabel,f,santa fe,2009-12-10,2013-12-09,2009-12-03,2013-12-09,frente para la victoria - pj,2011-12-10,2013-12-09
hcdn1396,arenas,berta hortensia,f,san luis,2013-12-10,2017-12-09,2013-12-04,2017-12-09,compromiso federal,2013-12-10,2017-12-09
hcdn0976,areta,maria josefa,f,corrientes,2007-12-10,2011-12-09,2007-12-05,2011-12-09,frente de todos,2007-12-10,2011-12-09
hcdn1069,argüello,octavio,m,buenos aires,2007-12-10,2011-12-09,2007-12-19,2011-12-09,frente para la victoria - pj,2007-12-10,2011-12-09
hcdn1144,argumedo,alcira susana,f,ciudad de buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,movimiento proyecto sur,2009-12-10,2013-12-09
hcdn1144,argumedo,alcira susana,f,ciudad de buenos aires,2013-12-10,2017-12-09,2013-12-04,2017-12-09,proyecto sur - unen,2013-12-10,2017-12-09
hcdn2934,arjol,martin,m,misiones,2021-12-10,2025-12-09,2021-12-07,2025-12-09,ucr,2021-12-10,2023-12-09
hcdn2934,arjol,martin,m,misiones,2021-12-10,2025-12-09,2021-12-07,2025-12-09,ucr - unión cívica radical,2023-12-10,2025-04-11
hcdn2934,arjol,martin,m,misiones,2021-12-10,2025-12-09,2021-12-07,2025-12-09,liga del interior,2025-04-11,2025-04-14
hcdn2934,arjol,martin,m,misiones,2021-12-10,2025-12-09,2021-12-07,2025-12-09,liga del interior eli,2025-04-14,2025-12-09
hcdn1235,arregui,andres roberto,m,buenos aires,2011-12-10,2015-12-09,2011-12-06,2015-12-09,frente para la victoria - pj,2011-12-10,2015-12-09
hcdn3014,arricau,carolina natalia,f,buenos aires,2019-12-10,2023-12-09,2022-12-01,2023-12-09,frente de todos,2022-12-01,2023-12-09
hcdn1581,arrieta,gustavo hector,m,buenos aires,2013-12-10,2017-12-09,2016-03-15,2017-12-09,frente para la victoria - pj,2016-03-15,2017-12-09
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,la libertad avanza,2023-12-10,2024-08-27
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,fuerzas del cielo - espacio liberal,2024-08-27,2024-08-28
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,fe,2024-08-28,2024-09-03
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,f.c.e.,2024-09-03,2024-09-03
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,fuerzas del cielo - espacio liberal f.c.e,2024-09-03,2025-03-14
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,transformación b.t,2025-03-14,2025-03-20
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,transformación,2025-03-20,2025-08-22
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,coherencia,2025-08-22,2025-12-10
hcdn3059,arrieta,lourdes micaela,f,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,provincias unidas,2025-12-10,2027-12-09
hcdn2356,arroyo,daniel,m,buenos aires,2017-12-10,2021-12-09,2017-12-10,2019-12-10,federal unidos por una nueva argentina,2017-12-10,2018-10-21
hcdn2356,arroyo,daniel,m,buenos aires,2017-12-10,2021-12-09,2017-12-10,2019-12-10,red por argentina,2018-10-22,2019-12-09
hcdn2356,arroyo,daniel,m,buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,frente de todos,2021-12-10,2023-12-09
hcdn2356,arroyo,daniel,m,buenos aires,2021-12-10,2025-12-09,2021-12-07,2025-12-09,unión por la patria,2023-12-10,2025-12-09
hcdn3030,arrua,alberto,m,misiones,2023-12-10,2027-12-09,2023-12-07,2027-12-09,innovación federal,2023-12-10,2027-12-09
hcdn2758,ascarate,lidia ines,f,tucuman,2019-12-10,2023-12-09,2019-12-04,2023-12-09,ucr,2019-12-10,2023-12-09
hcdn1224,asef,daniel edgardo,m,cordoba,2007-12-10,2011-12-09,2010-04-21,2011-12-09,peronismo cordobes,2010-04-21,2010-04-22
hcdn1224,asef,daniel edgardo,m,cordoba,2007-12-10,2011-12-09,2010-04-21,2011-12-09,peronista cordoba ciudadana,2010-04-23,2011-02-28
hcdn1224,asef,daniel edgardo,m,cordoba,2007-12-10,2011-12-09,2010-04-21,2011-12-09,nucleo unidad peronista,2011-03-01,2011-12-09
hcdn2441,asencio,fernando,m,buenos aires,2015-12-10,2019-12-09,2018-05-23,2019-12-09,federal unidos por una nueva argentina,2018-05-23,2018-10-21
hcdn2441,asencio,fernando,m,buenos aires,2015-12-10,2019-12-09,2018-05-23,2019-12-09,red por argentina,2018-10-22,2019-12-09
hcdn1145,aspiazu,lucio bernardo,m,corrientes,2009-12-10,2013-12-09,2009-12-03,2013-12-09,ucr,2009-12-10,2013-12-09
hcdn1236,asseff,alberto,m,buenos aires,2011-12-10,2015-12-09,2011-12-06,2015-12-09,frente peronista,2011-12-10,2013-09-11
hcdn1236,asseff,alberto,m,buenos aires,2011-12-10,2015-12-09,2011-12-06,2015-12-09,unir,2013-09-12,2013-09-16
hcdn1236,asseff,alberto,m,buenos aires,2011-12-10,2015-12-09,2011-12-06,2015-12-09,compromiso federal,2013-09-17,2013-12-09
hcdn1236,asseff,alberto,m,buenos aires,2011-12-10,2015-12-09,2011-12-06,2015-12-09,unir,2013-12-10,2015-12-09
hcdn1236,asseff,alberto,m,buenos aires,2019-12-10,2023-12-09,2019-12-04,2023-12-09,pro,2019-12-10,2023-12-09
hcdn0061,atanasof,alfredo nestor,m,buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,peronismo federal,2009-12-10,2011-12-06
hcdn0061,atanasof,alfredo nestor,m,buenos aires,2009-12-10,2013-12-09,2009-12-03,2013-12-09,frente peronista,2011-12-07,2013-12-09
hcdn2921,aubone,ana fabiola,f,san juan,2021-12-10,2025-12-09,2021-12-07,2025-12-09,frente de todos,2021-12-10,2023-12-09
hcdn2921,aubone,ana fabiola,f,san juan,2021-12-10,2025-12-09,2021-12-07,2025-12-09,unión por la patria,2023-12-10,2025-12-09
hcdn1582,austin,brenda lis,f,cordoba,2013-12-10,2017-12-09,2016-05-18,2017-12-09,ucr,2016-05-18,2017-12-09
hcdn1582,austin,brenda lis,f,cordoba,2017-12-10,2021-12-09,2017-12-06,2021-12-09,ucr,2017-12-10,2021-12-09
hcdn3028,aveiro,martin,m,mendoza,2023-12-10,2027-12-09,2023-12-07,2027-12-09,unión por la patria,2023-12-10,2027-12-09
hcdn3058,avico,belen,f,cordoba,2023-12-10,2027-12-09,2023-12-07,2027-12-09,pro,2023-12-10,2025-11-07
hcdn3058,avico,belen,f,cordoba,2023-12-10,2027-12-09,2023-12-07,2027-12-09,la libertad avanza,2025-11-07,2027-12-09
hcdn2357,avila,beatriz luisa,f,tucuman,2017-12-10,2021-12-09,2017-12-06,2021-12-09,partido por la justicia social,2017-12-10,2021-12-09
hcdn3052,avila,fernanda,f,catamarca,2023-12-10,2027-12-09,2023-12-07,2027-12-09,unión por la patria,2023-12-10,2025-12-10
hcdn3052,avila,fernanda,f,catamarca,2023-12-10,2027-12-09,2023-12-07,2027-12-09,elijo catamarca,2025-12-10,2027-12-09
hcdn3094,avila,jorge antonio,m,chubut,2023-12-10,2027-12-09,2023-12-07,2027-12-09,cambio federal,2023-12-10,2023-12-27
hcdn3094,avila,jorge antonio,m,chubut,2023-12-10,2027-12-09,2023-12-07,2027-12-09,hacemos coalición federal,2023-12-27,2024-08-07
hcdn3094,avila,jorge antonio,m,chubut,2023-12-10,2027-12-09,2023-12-07,2027-12-09,encuentro federal,2024-08-07,2025-12-10
hcdn3094,avila,jorge antonio,m,chubut,2023-12-10,2027-12-09,2023-12-07,2027-12-09,provincias unidas,2025-12-10,2027-12-09
hcdn1237,avoscan,herman horacio,m,rio negro,2011-12-10,2015-12-09,2011-12-06,2015-12-09,frente para la victoria - pj,2011-12-10,2015-12-09
hcdn2358,ayala,aida beatriz maxima,f,chaco,2017-12-10,2021-12-09,2017-12-06,2021-12-09,ucr,2017-12-10,2021-12-09
hcdn2947,bachey,karina ethel,f,san luis,2021-12-10,2025-12-09,2021-12-07,2025-12-09,unidos por san luis,2021-12-10,2021-12-10
hcdn2947,bachey,karina ethel,f,san luis,2021-12-10,2025-12-09,2021-12-07,2025-12-09,pro,2021-12-10,2023-12-09
hcdn2947,bachey,karina ethel,f,san luis,2021-12-10,2025-12-09,2021-12-07,2025-12-09,pro,2023-12-10,2025-12-09
hcdn2359,bahillo,juan jose,m,entre rios,2017-12-10,2021-12-09,2017-12-10,2019-12-02,justicialista,2017-12-10,2019-12-02
hcdn1530,balbo,elva susana,f,mendoza,2015-12-10,2019-12-09,2015-12-04,2018-04-30,union pro,2015-12-10,2017-12-09
hcdn1530,balbo,elva susana,f,mendoza,2015-12-10,2019-12-09,2015-12-04,2018-04-30,pro,2017-12-10,2018-04-30
hcdn1238,balcedo,maria ester,f,buenos aires,2011-12-10,2015-12-09,2011-12-06,2015-12-09,frente para la victoria - pj,2011-12-10,2015-12-09
hcdn1364,baldassi,hector w.,m,cordoba,2013-12-10,2017-12-09,2013-12-04,2017-12-09,union pro,2013-12-10,2017-12-09
hcdn1364,baldassi,hector w.,m,cordoba,2017-12-10,2021-12-09,2017-12-06,2021-12-09,pro,2017-12-10,2021-12-09
hcdn1364,baldassi,hector w.,m,cordoba,2021-12-10,2025-12-09,2021-12-07,2025-12-09,pro,2021-12-10,2023-12-09
hcdn1364,baldassi,hector w.,m,cordoba,2021-12-10,2025-12-09,2021-12-07,2025-12-09,pro,2023-12-10,2025-12-09
hcdn1034,baldata,griselda angela,f,cordoba,2007-12-10,2011-12-09,2007-12-05,2011-12-09,coalicion civica - ari - gen - upt,2007-12-10,2009-12-09
hcdn1034,baldata,griselda angela,f,cordoba,2007-12-10,2011-12-09,2007-12-05,2011-12-09,coalicion civica,2009-12-10,2011-12-09
hcdn3143,ballejos,nancy,f,entre rios,2021-12-10,2025-12-09,2024-09-11,2025-12-09,pro,2024-09-11,2025-12-09
hcdn1447,banfi,karina,f,buenos aires,2015-12-10,2019-12-09,2015-12-04,2019-12-09,ucr,2015-12-10,2019-12-09
hcdn1447,banfi,karina,f,buenos aires,2019-12-10,2023-12-09,2019-12-04,2023-12-09,ucr,2019-12-10,2023-12-09
hcdn1447,banfi,karina,f,buenos aires,2023-12-10,2027-12-09,2023-12-07,2027-12-09,ucr - unión cívica radical,2023-12-10,2025-12-10
hcdn1447,banfi,karina,f,buenos aires,2023-12-10,2027-12-09,2023-12-07,2027-12-09,adelante buenos aires,2025-12-10,2027-12-09
