id_diputado,nombre,apellido,nombre_completo,genero,distritos,cantidad_distritos,cantidad_bloques,fecha_inicio,fecha_fin
hcdn2920,maria victoria,tejeda,maria victoria tejeda,f,santa fe,1,1,2021-12-10,2025-12-09
hcdn2921,ana fabiola,aubone,ana fabiola aubone,f,san juan,1,2,2021-12-10,2025-12-09
hcdn2922,liliana,paponet,liliana paponet,f,mendoza,1,2,2021-12-10,2025-12-09
hcdn2923,fernando,carbajal,fernando carbajal,m,formosa,1,3,2021-12-10,2025-12-09
hcdn2924,anibal,tortoriello,anibal tortoriello,m,rio negro,1,2,2021-12-10,2029-12-09
hcdn2925,margarita,stolbizer,margarita stolbizer,f,buenos aires,1,3,2021-12-10,2025-12-09
hcdn2926,daniel,gollan,daniel gollan,m,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2927,francisco,monti,francisco monti,m,catamarca,1,4,2021-12-10,2025-12-09
hcdn2928,natalia,de la sota,natalia de la sota,f,cordoba,1,5,2021-12-10,2029-12-09
hcdn2929,juan carlos,polini,juan carlos polini,m,chaco,1,3,2021-12-10,2025-12-09
hcdn2930,pablo,cervi,pablo cervi,m,neuquen,1,4,2021-12-10,2025-12-09
hcdn2931,rossana,chahla,rossana chahla,f,tucuman,1,1,2021-12-10,2025-12-09
hcdn2932,gustavo,bouhid,gustavo bouhid,m,jujuy,1,1,2021-12-10,2025-12-09
hcdn2933,victoria,villarruel,victoria villarruel,f,ciudad de buenos aires,1,1,2021-12-10,2025-12-09
hcdn2934,martin,arjol,martin arjol,m,misiones,1,4,2021-12-10,2025-12-09
hcdn2935,alejandro,vilca,alejandro vilca,m,jujuy,1,4,2021-12-10,2025-12-09
hcdn2936,monica,litza,monica litza,f,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2937,constanza maria,alonso,constanza maria alonso,f,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2938,alvaro,martinez,alvaro martinez,m,mendoza,1,3,2021-12-10,2029-12-09
hcdn2939,gustavo,santos,gustavo santos,m,cordoba,1,1,2021-12-10,2025-12-09
hcdn2940,carolina,piparo,carolina piparo,f,buenos aires,1,3,2021-12-10,2025-12-09
hcdn2941,florencia,klipauka lewtak,florencia klipauka lewtak,f,misiones,1,4,2021-12-10,2025-12-09
hcdn2942,rodrigo,de loredo,rodrigo de loredo,m,cordoba,1,2,2021-12-10,2025-12-09
hcdn2943,martin alberto,tetaz,martin alberto tetaz,m,ciudad de buenos aires,1,2,2021-12-10,2025-12-09
hcdn2944,varinia lis,marin,varinia lis marin,f,la pampa,1,2,2021-12-10,2029-12-09
hcdn2945,marilu,quiroz,marilu quiroz,f,chaco,1,1,2021-12-10,2025-12-09
hcdn2946,pamela,calletti,pamela calletti,f,salta,1,2,2021-12-10,2025-12-09
hcdn2947,karina ethel,bachey,karina ethel bachey,f,san luis,1,2,2021-12-10,2025-12-09
hcdn2948,magali,mastaler,magali mastaler,f,santa fe,1,2,2021-12-10,2025-12-09
hcdn2949,ricardo,herrera,ricardo herrera,m,la rioja,1,2,2021-12-10,2025-12-09
hcdn2950,rogelio,iparraguirre,rogelio iparraguirre,m,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2951,diego,santilli,diego santilli,m,buenos aires,1,1,2021-12-10,2025-12-09
hcdn2952,ana clara,romero,ana clara romero,f,chubut,1,1,2021-12-10,2025-12-09
hcdn2953,maria eugenia,vidal,maria eugenia vidal,f,ciudad de buenos aires,1,1,2021-12-10,2025-12-09
hcdn2954,agustin,domingo,agustin domingo,m,rio negro,1,2,2021-12-10,2025-12-09
hcdn2955,alejandro,finocchiaro,alejandro finocchiaro,m,buenos aires,1,1,2021-12-10,2029-12-09
hcdn2956,gabriela,brouwer de koning,gabriela brouwer de koning,f,cordoba,1,2,2021-12-10,2025-12-09
hcdn2957,claudio orlando,vidal,claudio orlando vidal,m,santa cruz,1,1,2021-12-10,2025-12-09
hcdn2958,susana alicia,laciar,susana alicia laciar,f,san juan,1,1,2021-12-10,2025-12-09
hcdn2959,manuel ignacio,aguirre,manuel ignacio aguirre,m,corrientes,1,3,2021-12-10,2025-12-09
hcdn2976,natalia,zaracho,natalia zaracho,f,buenos aires,1,2,2019-12-10,2027-12-09
hcdn2977,anahi,costa,anahi costa,f,catamarca,1,1,2019-12-10,2023-12-09
hcdn2979,gustavo carlos miguel,gonzalez,gustavo carlos miguel gonzalez,m,santa cruz,1,2,2021-12-10,2025-12-09
hcdn2980,nilda,moyano,nilda moyano,f,santiago del estero,1,2,2021-12-10,2025-12-09
hcdn2981,matias,taccetta,matias taccetta,m,chubut,1,1,2019-12-10,2023-12-09
hcdn2982,fabian antonio,borda,fabian antonio borda,m,corrientes,1,1,2019-12-10,2023-12-09
hcdn2983,lisandro,nieri,lisandro nieri,m,mendoza,1,2,2019-12-10,2027-12-09
hcdn2984,marcos gustavo,carasso,marcos gustavo carasso,m,cordoba,1,1,2019-12-10,2023-12-09
hcdn2985,carlos alberto,fernandez,carlos alberto fernandez,m,misiones,1,2,2021-12-10,2025-12-09
hcdn2986,natalia,zabala chacur,natalia zabala chacur,f,san luis,1,2,2021-12-10,2025-12-09
hcdn3007,juan,marino,juan marino,m,buenos aires,1,2,2019-12-10,2027-12-09
hcdn3008,micaela,moran,micaela moran,f,buenos aires,1,2,2021-12-10,2025-12-09
hcdn3012,kelly,olmos,kelly olmos,f,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3014,carolina natalia,arricau,carolina natalia arricau,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn3015,gabriel sebastian,mraida,gabriel sebastian mraida,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn3016,natalia silvina,sarapura,natalia silvina sarapura,f,jujuy,1,2,2021-12-10,2025-12-09
hcdn3017,santiago eugenio,espil,santiago eugenio espil,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn3018,oscar,agost carreño,oscar agost carreño,m,cordoba,1,4,2021-12-10,2025-12-09
hcdn3019,carlos,cantero,carlos cantero,m,jujuy,1,1,2019-12-10,2023-12-09
hcdn3020,elia marina,fernandez,elia marina fernandez,f,tucuman,1,3,2021-12-10,2027-12-09
hcdn3021,marcela,herrera,marcela herrera,f,tucuman,1,1,2019-12-10,2023-12-09
hcdn3022,alberto gustavo,arancibia rodriguez,alberto gustavo arancibia rodriguez,m,san luis,1,4,2021-12-10,2025-12-09
hcdn3023,maria fernanda,araujo,maria fernanda araujo,f,ciudad de buenos aires,1,1,2021-12-10,2025-12-09
hcdn3024,nicolas,emma,nicolas emma,m,ciudad de buenos aires,1,1,2021-12-10,2029-12-09
hcdn3025,osvaldo,llancafilo,osvaldo llancafilo,m,neuquen,1,2,2021-12-10,2025-12-09
hcdn3026,melina,giorgi,melina giorgi,f,santa fe,1,2,2021-12-10,2025-12-09
hcdn3028,martin,aveiro,martin aveiro,m,mendoza,1,1,2023-12-10,2027-12-09
hcdn3029,lisandro,almiron,lisandro almiron,m,corrientes,1,1,2023-12-10,2027-12-09
hcdn3030,alberto,arrua,alberto arrua,m,misiones,1,1,2023-12-10,2027-12-09
hcdn3031,daniel,vancsik,daniel vancsik,m,misiones,1,1,2023-12-10,2027-12-09
hcdn3032,damian,arabia,damian arabia,m,ciudad de buenos aires,1,2,2023-12-10,2027-12-09
hcdn3033,julia,strada,julia strada,f,buenos aires,1,2,2023-12-10,2027-12-09
hcdn3034,mariela,coletta,mariela coletta,f,ciudad de buenos aires,1,3,2023-12-10,2027-12-09
hcdn3035,gustavo,bordet,gustavo bordet,m,entre rios,1,1,2023-12-10,2027-12-09
hcdn3036,yamila,ruiz,yamila ruiz,f,misiones,1,1,2023-12-10,2027-12-09
hcdn3037,patricia,vasquez,patricia vasquez,f,buenos aires,1,2,2023-12-10,2027-12-09
hcdn3038,yolanda,vega,yolanda vega,f,salta,1,1,2023-12-10,2027-12-09
hcdn3039,juliana,santillan juarez brahim,juliana santillan juarez brahim,f,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3040,jose,peluc,jose peluc,m,san juan,1,1,2023-12-10,2027-12-09
hcdn3041,romina,diez,romina diez,f,santa fe,1,1,2023-12-10,2027-12-09
hcdn3042,gabriel,bornoroni,gabriel bornoroni,m,cordoba,1,1,2023-12-10,2027-12-09
hcdn3043,silvana,giudici,silvana giudici,f,ciudad de buenos aires,1,2,2023-12-10,2027-12-09
hcdn3044,mariano,campero,mariano campero,m,tucuman,1,4,2023-12-10,2027-12-09
hcdn3045,roxana,monzon,roxana monzon,f,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3046,francisco,morchio,francisco morchio,m,entre rios,1,4,2023-12-10,2027-12-09
hcdn3047,jorge neri,araujo hernandez,jorge neri araujo hernandez,m,tierra del fuego,1,1,2023-12-10,2027-12-09
hcdn3048,alejandro,bongiovanni,alejandro bongiovanni,m,santa fe,1,2,2023-12-10,2027-12-09
hcdn3049,martin,ardohain,martin ardohain,m,la pampa,1,1,2023-12-10,2027-12-09
hcdn3050,nancy viviana,picon martinez,nancy viviana picon martinez,f,san juan,1,1,2023-12-10,2027-12-09
hcdn3051,luis albino,picat,luis albino picat,m,cordoba,1,4,2023-12-10,2027-12-09
hcdn3052,fernanda,avila,fernanda avila,f,catamarca,1,2,2023-12-10,2027-12-09
hcdn3053,jose,glinski,jose glinski,m,chubut,1,1,2023-12-10,2027-12-09
hcdn3054,sabrina,selva,sabrina selva,f,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3055,gerardo gustavo,gonzalez,gerardo gustavo gonzalez,m,formosa,1,4,2023-12-10,2027-12-09
hcdn3056,matias,molle,matias molle,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3057,daiana,fernandez molero,daiana fernandez molero,f,ciudad de buenos aires,1,1,2023-12-10,2027-12-09
hcdn3058,belen,avico,belen avico,f,cordoba,1,2,2023-12-10,2027-12-09
hcdn3059,lourdes micaela,arrieta,lourdes micaela arrieta,f,mendoza,1,9,2023-12-10,2027-12-09
hcdn3060,carlos,d'alessandro,carlos d'alessandro,m,san luis,1,2,2023-12-10,2027-12-09
hcdn3061,marcela marina,pagano,marcela marina pagano,f,buenos aires,1,3,2023-12-10,2027-12-09
hcdn3062,jose,gomez,jose gomez,m,santiago del estero,1,1,2023-12-10,2027-12-09
hcdn3063,nadia,marquez,nadia marquez,f,neuquen,1,1,2023-12-10,2027-12-09
hcdn3064,bertie,benegas lynch,bertie benegas lynch,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3065,santiago,santurio,santiago santurio,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3066,christian,castillo,christian castillo,m,buenos aires,1,3,2023-12-10,2027-12-09
hcdn3067,alfredo,vallejos,alfredo vallejos,m,corrientes,1,1,2023-12-10,2027-12-09
hcdn3068,pablo,juliano,pablo juliano,m,buenos aires,1,3,2023-12-10,2027-12-09
hcdn3069,maria celeste,ponce,maria celeste ponce,f,cordoba,1,1,2023-12-10,2027-12-09
hcdn3070,mercedes,llano,mercedes llano,f,mendoza,1,1,2023-12-10,2027-12-09
hcdn3071,nicolas,mayoraz,nicolas mayoraz,m,santa fe,1,1,2023-12-10,2027-12-09
hcdn3072,facundo,correa llano,facundo correa llano,m,mendoza,1,1,2023-12-10,2027-12-09
hcdn3073,oscar,zago,oscar zago,m,ciudad de buenos aires,1,2,2023-12-10,2027-12-09
hcdn3074,diego a.,giuliano,diego a. giuliano,m,santa fe,1,1,2023-12-10,2027-12-09
hcdn3075,lorena,macyszyn,lorena macyszyn,f,buenos aires,1,2,2023-12-10,2027-12-09
hcdn3076,sebastian,noblega,sebastian noblega,m,catamarca,1,2,2023-12-10,2027-12-09
hcdn3077,christian alejandro,zulli,christian alejandro zulli,m,corrientes,1,1,2023-12-10,2027-12-09
hcdn3078,luciana,potenza,luciana potenza,f,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3079,emmanuel,bianchetti,emmanuel bianchetti,m,misiones,1,1,2023-12-10,2027-12-09
hcdn3080,sergio eduardo,capozzi,sergio eduardo capozzi,m,rio negro,1,2,2023-12-10,2027-12-09
hcdn3081,mario,manrique,mario manrique,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3082,lorena,pokoik,lorena pokoik,f,ciudad de buenos aires,1,1,2023-12-10,2027-12-09
hcdn3083,pablo,todero,pablo todero,m,neuquen,1,1,2023-12-10,2027-12-09
hcdn3084,lilia,lemoine,lilia lemoine,f,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3085,jorge,chica,jorge chica,m,san juan,1,1,2023-12-10,2027-12-09
hcdn3086,martin,yeza,martin yeza,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3087,andrea,freites,andrea freites,f,tierra del fuego,1,1,2023-12-10,2027-12-09
hcdn3088,rocio,bonacci,rocio bonacci,f,santa fe,1,1,2023-12-10,2027-12-09
hcdn3089,eduardo,falcone,eduardo falcone,m,buenos aires,1,2,2023-12-10,2027-12-09
hcdn3090,florencia,carignano,florencia carignano,f,santa fe,1,1,2023-12-10,2027-12-09
hcdn3091,lorena,villaverde,lorena villaverde,f,rio negro,1,1,2023-12-10,2027-12-09
hcdn3092,maria cecilia,ibañez,maria cecilia ibañez,f,cordoba,1,2,2023-12-10,2027-12-09
hcdn3093,celia,campitelli,celia campitelli,f,santiago del estero,1,1,2023-12-10,2027-12-09
hcdn3094,jorge antonio,avila,jorge antonio avila,m,chubut,1,4,2023-12-10,2027-12-09
hcdn3095,guillermo,montenegro,guillermo montenegro,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3096,emilia,orozco,emilia orozco,f,salta,1,2,2023-12-10,2027-12-09
hcdn3097,manuel,quintar,manuel quintar,m,jujuy,1,1,2023-12-10,2027-12-09
hcdn3098,gerardo,huesen,gerardo huesen,m,tucuman,1,1,2023-12-10,2027-12-09
hcdn3099,jose luis,garrido,jose luis garrido,m,santa cruz,1,1,2023-12-10,2027-12-09
hcdn3100,pablo,outes,pablo outes,m,salta,1,1,2023-12-10,2027-12-09
hcdn3101,maria florencia,de sensi,maria florencia de sensi,f,buenos aires,1,1,2021-12-10,2029-12-09
hcdn3102,cesar,treffinger,cesar treffinger,m,chubut,1,1,2023-12-10,2027-12-09
hcdn3103,julio,moreno ovalle,julio moreno ovalle,m,salta,1,2,2023-12-10,2027-12-09
hcdn3104,maria de los angeles,moreno,maria de los angeles moreno,f,san juan,1,2,2021-12-10,2025-12-09
hcdn3105,santiago,pauli,santiago pauli,m,tierra del fuego,1,1,2023-12-10,2027-12-09
hcdn3106,carlos,garcia,carlos garcia,m,chaco,1,1,2023-12-10,2027-12-09
hcdn3107,martin,menem,martin menem,m,la rioja,1,1,2023-12-10,2027-12-09
hcdn3108,esteban,paulon,esteban paulon,m,santa fe,1,4,2023-12-10,2027-12-09
hcdn3109,alejandra,torres,alejandra torres,f,cordoba,1,4,2023-12-10,2027-12-09
hcdn3110,veronica,razzini,veronica razzini,f,santa fe,1,3,2023-12-10,2027-12-09
hcdn3111,beltran,benedit,beltran benedit,m,entre rios,1,1,2023-12-10,2027-12-09
hcdn3139,alida,ferreyra,alida ferreyra,f,ciudad de buenos aires,1,1,2023-12-10,2027-12-09
hcdn3140,"ernesto ""pipi""",ali,"ernesto ""pipi"" ali",m,san luis,1,1,2023-12-10,2027-12-09
hcdn3141,vanina,biasi,vanina biasi,f,ciudad de buenos aires,1,1,2021-12-10,2025-12-09
hcdn3142,jose federico,tournier,jose federico tournier,m,corrientes,1,4,2023-12-10,2027-12-09
hcdn3143,nancy,ballejos,nancy ballejos,f,entre rios,1,1,2021-12-10,2025-12-09
hcdn3146,ricardo,garramuño,ricardo garramuño,m,tierra del fuego,1,1,2021-12-10,2025-12-09
hcdn3148,javier,sanchez wrba,javier sanchez wrba,m,buenos aires,1,1,2021-12-10,2029-12-09
hcdn3149,vilma,ripoll,vilma ripoll,f,buenos aires,1,2,2021-12-10,2025-12-09
hcdn3150,mercedes,de mendieta,mercedes de mendieta,f,ciudad de buenos aires,1,2,2021-12-10,2025-12-09
hcdn3151,c. facundo,prades,c. facundo prades,m,santa cruz,1,1,2021-12-10,2025-12-09
hcdn3157,barbara,andreussi,barbara andreussi,f,jujuy,1,1,2025-12-10,2029-12-09
hcdn3158,claudia maria,palladino,claudia maria palladino,f,catamarca,1,1,2025-12-10,2029-12-09
hcdn3159,valentina,ravera,valentina ravera,f,santa fe,1,1,2025-12-10,2029-12-09
hcdn3160,agustin,pellegrini,agustin pellegrini,m,santa fe,1,1,2025-12-10,2029-12-09
hcdn3161,johanna sabrina,longo,johanna sabrina longo,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3162,soledad,molinuevo,soledad molinuevo,f,tucuman,1,1,2025-12-10,2029-12-09
hcdn3163,laura,soldano,laura soldano,f,cordoba,1,1,2025-12-10,2029-12-09
hcdn3164,alejandro,carrancio,alejandro carrancio,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3165,gladys,humenuk,gladys humenuk,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3166,guillermo cesar,aguero,guillermo cesar aguero,m,chaco,1,1,2025-12-10,2029-12-09
hcdn3167,santiago luis,roberto,santiago luis roberto,m,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3168,cecilia,lopez pasquali,cecilia lopez pasquali,f,santiago del estero,1,1,2025-12-10,2029-12-09
hcdn3169,antonela,giampieri,antonela giampieri,f,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3170,maria luisa,gonzalez estevarena,maria luisa gonzalez estevarena,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3171,carlos alberto,almena,carlos alberto almena,m,san luis,1,1,2025-12-10,2029-12-09
hcdn3172,enrique,lluch,enrique lluch,m,cordoba,1,1,2025-12-10,2029-12-09
hcdn3173,m. elena,velazquez,m. elena velazquez,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3174,lucia,campora,lucia campora,f,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3175,karen,reichardt,karen reichardt,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3176,abelardo,ferran,abelardo ferran,m,la pampa,1,1,2025-12-10,2029-12-09
hcdn3177,miriam,niveyro,miriam niveyro,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3178,claudio,alvarez,claudio alvarez,m,san luis,1,2,2023-12-10,2027-12-09
hcdn3179,andrea fernanda,vera,andrea fernanda vera,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3180,nicolas alfredo,trotta,nicolas alfredo trotta,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3181,sebastian,pareja,sebastian pareja,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3182,maria ines,zigaran,maria ines zigaran,f,jujuy,1,1,2025-12-10,2029-12-09
hcdn3183,alejandrina,borgatta,alejandrina borgatta,f,santa fe,1,1,2025-12-10,2029-12-09
hcdn3184,ruben dario,torres,ruben dario torres,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3185,cristian,andino,cristian andino,m,san juan,1,1,2025-12-10,2029-12-09
hcdn3186,diogenes ignacio,gonzalez,diogenes ignacio gonzalez,m,corrientes,1,1,2025-12-10,2029-12-09
hcdn3187,juan pablo,montenegro,juan pablo montenegro,m,santa fe,1,1,2025-12-10,2029-12-09
hcdn3188,maria gabriela,flores,maria gabriela flores,f,salta,1,1,2025-12-10,2029-12-09
hcdn3189,andres,leone,andres leone,m,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3190,eliana,bruno,eliana bruno,f,salta,1,1,2023-12-10,2027-12-09
hcdn3191,jorge,mukdise,jorge mukdise,m,santiago del estero,1,1,2025-12-10,2029-12-09
hcdn3192,juan,grabois,juan grabois,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3193,sergio,dolce,sergio dolce,m,chaco,1,1,2025-12-10,2029-12-09
hcdn3194,fernanda,diaz,fernanda diaz,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3195,dario,schneider,dario schneider,m,entre rios,1,1,2025-12-10,2029-12-09
hcdn3196,karina,maureira,karina maureira,f,neuquen,1,1,2025-12-10,2029-12-09
hcdn3197,javier,noguera,javier noguera,m,tucuman,1,1,2025-12-10,2029-12-09
hcdn3198,julieta marisol,campo,julieta marisol campo,f,chaco,1,1,2025-12-10,2029-12-09
hcdn3199,sebastian,galmarini,sebastian galmarini,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3200,alfredo,gonzales,alfredo gonzales,m,jujuy,1,1,2025-12-10,2029-12-09
hcdn3201,monica,becerra,monica becerra,f,san luis,1,1,2025-12-10,2029-12-09
hcdn3202,adrian,brizuela,adrian brizuela,m,catamarca,1,1,2025-12-10,2029-12-09
hcdn3203,joaquin,ojeda,joaquin ojeda,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3204,oscar,herrera,oscar herrera,m,misiones,1,1,2025-12-10,2029-12-09
hcdn3205,moira,lanesan sancho,moira lanesan sancho,f,santa cruz,1,1,2025-12-10,2029-12-09
hcdn3206,marcelo,mango,marcelo mango,m,rio negro,1,1,2023-12-10,2027-12-09
hcdn3207,maura,gruber,maura gruber,f,misiones,1,1,2025-12-10,2029-12-09
hcdn3208,jorge,fernandez,jorge fernandez,m,san luis,1,2,2025-12-10,2029-12-09
hcdn3209,carolina,basualdo,carolina basualdo,f,cordoba,1,1,2025-12-10,2029-12-09
hcdn3210,diego,hartfield,diego hartfield,m,misiones,1,1,2025-12-10,2029-12-09
hcdn3211,rosario,goitia,rosario goitia,f,chaco,1,1,2025-12-10,2029-12-09
hcdn3212,emir,felix,emir felix,m,mendoza,1,1,2025-12-10,2029-12-09
hcdn3213,yamile,tomassoni,yamile tomassoni,f,santa fe,1,1,2025-12-10,2029-12-09
hcdn3214,gino,visconti,gino visconti,m,la rioja,1,1,2025-12-10,2029-12-09
hcdn3215,maira,frias,maira frias,f,chubut,1,1,2025-12-10,2029-12-09
hcdn3216,adriana cristina,serquis,adriana cristina serquis,f,rio negro,1,1,2025-12-10,2029-12-09
hcdn3217,maria virginia,gallardo,maria virginia gallardo,f,corrientes,1,1,2025-12-10,2029-12-09
hcdn3218,guillermo,michel,guillermo michel,m,entre rios,1,1,2025-12-10,2029-12-09
hcdn3219,pablo,farias,pablo farias,m,santa fe,1,1,2025-12-10,2029-12-09
hcdn3220,fernanda,miño,fernanda miño,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3221,juan pablo,luque,juan pablo luque,m,chubut,1,1,2025-12-10,2029-12-09
hcdn3222,caren,tepp,caren tepp,f,santa fe,1,1,2025-12-10,2029-12-09
hcdn3223,marcelo,barbur,marcelo barbur,m,santiago del estero,1,1,2025-12-10,2029-12-09
hcdn3224,marianela,marclay,marianela marclay,f,entre rios,1,1,2025-12-10,2029-12-09
hcdn3225,giselle,castelnuovo,giselle castelnuovo,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3226,javier,andrade,javier andrade,m,ciudad de buenos aires,1,1,2023-12-10,2027-12-09
hcdn3227,paulo agustin,tita,paulo agustin tita,m,tierra del fuego,1,1,2025-12-10,2029-12-09
hcdn3228,maria lorena,petrovich,maria lorena petrovich,f,buenos aires,1,1,2023-12-10,2027-12-09
hcdn3229,gaston,riesco,gaston riesco,m,neuquen,1,1,2025-12-10,2029-12-09
hcdn3230,sergio,figliuolo,sergio figliuolo,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3231,andres ariel,laumann,andres ariel laumann,m,entre rios,1,1,2025-12-10,2029-12-09
hcdn3232,patricia,holzman,patricia holzman,f,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3233,miguel,rodriguez,miguel rodriguez,m,tierra del fuego,1,1,2025-12-10,2029-12-09
hcdn3234,adrian,ravier,adrian ravier,m,la pampa,1,1,2025-12-10,2029-12-09
hcdn3235,gonzalo,roca,gonzalo roca,m,cordoba,1,1,2025-12-10,2029-12-09
hcdn3236,fernando,monguillot,fernando monguillot,m,catamarca,1,1,2025-12-10,2029-12-09
hcdn3237,raul,hadad,raul hadad,m,corrientes,1,1,2025-12-10,2029-12-09
hcdn3238,marina dorotea,salzmann,marina dorotea salzmann,f,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3239,hernan,urien,hernan urien,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3240,bernardo,biella,bernardo biella,m,salta,1,1,2025-12-10,2029-12-09
hcdn3241,hugo antonio,moyano,hugo antonio moyano,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3242,nestor,pitrola,nestor pitrola,m,buenos aires,1,2,2023-12-10,2027-12-09
hcdn3243,carlos gustavo,jaime quiroga,carlos gustavo jaime quiroga,m,san juan,1,1,2025-12-10,2029-12-09
hcdn3244,juan carlos,molina,juan carlos molina,m,santa cruz,1,1,2025-12-10,2029-12-09
hcdn3245,soledad,mondaca,soledad mondaca,f,neuquen,1,1,2025-12-10,2029-12-09
hcdn3246,julieta,metral asensio,julieta metral asensio,f,mendoza,1,1,2025-12-10,2029-12-09
hcdn3247,jairo,guzman,jairo guzman,m,santa cruz,1,1,2025-12-10,2029-12-09
hcdn3248,alvaro,garcia,alvaro garcia,m,buenos aires,1,1,2025-12-10,2029-12-09
hcdn3249,federico agustin,pelli,federico agustin pelli,m,tucuman,1,1,2025-12-10,2029-12-09
hcdn3250,marcos,patiño brizuela,marcos patiño brizuela,m,cordoba,1,1,2025-12-10,2029-12-09
hcdn3251,gabriela luciana,muñoz,gabriela luciana muñoz,f,neuquen,1,1,2023-12-10,2027-12-09
hcdn3252,alejandro,fargosi,alejandro fargosi,m,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3253,fernando,de andreis,fernando de andreis,m,ciudad de buenos aires,1,1,2025-12-10,2029-12-09
hcdn3254,abel,chiconi,abel chiconi,m,san juan,1,1,2025-12-10,2029-12-09
hcdn3268,atilio,basualdo,atilio basualdo,m,formosa,1,1,2025-12-10,2029-12-09
