id_diputado,nombre,apellido,nombre_completo,genero,distritos,cantidad_distritos,cantidad_bloques,fecha_inicio,fecha_fin
hcdn1569,marcelo adolfo,sorgente,marcelo adolfo sorgente,m,ciudad de buenos aires,1,1,2013-12-10,2017-12-09
hcdn1570,gerardo alberto,bellocq,gerardo alberto bellocq,m,cordoba,1,1,2013-12-10,2017-12-09
hcdn1571,federico augusto,masso,federico augusto masso,m,tucuman,1,1,2013-12-10,2017-12-09
hcdn1572,gabriela romina,albornoz,gabriela romina albornoz,f,jujuy,1,1,2013-12-10,2017-12-09
hcdn1573,stella maris,huczak,stella maris huczak,f,mendoza,1,2,2015-12-10,2019-12-09
hcdn1574,maria clara del valle,vega,maria clara del valle vega,f,la rioja,1,1,2013-12-10,2017-12-09
hcdn1575,agustin santiago,calleri,agustin santiago calleri,m,cordoba,1,1,2013-12-10,2017-12-09
hcdn1576,maria eugenia,brezzo,maria eugenia brezzo,f,cordoba,1,1,2013-12-10,2017-12-09
hcdn1577,juan fernando,brügge,juan fernando brügge,m,cordoba,1,6,2015-12-10,2027-12-09
hcdn1578,ana isabel,copes,ana isabel copes,f,santa fe,1,1,2013-12-10,2017-12-09
hcdn1579,monica edith,litza,monica edith litza,f,buenos aires,1,1,2013-12-10,2017-12-09
hcdn1580,graciela,cousinet,graciela cousinet,f,mendoza,1,1,2013-12-10,2017-12-09
hcdn1581,gustavo hector,arrieta,gustavo hector arrieta,m,buenos aires,1,1,2013-12-10,2017-12-09
hcdn1582,brenda lis,austin,brenda lis austin,f,cordoba,1,1,2013-12-10,2021-12-09
hcdn1583,maria florencia,peñaloza marianetti,maria florencia peñaloza marianetti,f,san juan,1,3,2015-12-10,2019-12-09
hcdn2277,ramon alberto,tovares,ramon alberto tovares,m,san juan,1,1,2013-12-10,2017-12-09
hcdn2278,juan carlos,giordano,juan carlos giordano,m,buenos aires,1,3,2013-12-10,2025-12-09
hcdn2279,orieta cecilia,vera gonzalez,orieta cecilia vera gonzalez,f,catamarca,1,1,2015-12-10,2019-12-09
hcdn2282,veronica carolina,couly,veronica carolina couly,f,buenos aires,1,1,2013-12-10,2017-12-09
hcdn2285,nathalia ines,gonzalez seligra,nathalia ines gonzalez seligra,f,buenos aires,1,1,2015-12-10,2019-12-09
hcdn2335,ramon alfredo,dominguez,ramon alfredo dominguez,m,san luis,1,1,2013-12-10,2017-12-09
hcdn2340,estela mary,neder,estela mary neder,f,santiago del estero,1,3,2015-12-10,2027-12-09
hcdn2349,juan,aicega,juan aicega,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2350,walberto,allende,walberto allende,m,san juan,1,3,2017-12-10,2025-12-09
hcdn2351,laura v.,alonso,laura v. alonso,f,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2352,karim augusto,alume sbodio,karim augusto alume sbodio,m,san luis,1,3,2017-12-10,2021-12-09
hcdn2353,carmen,polledo,carmen polledo,f,ciudad de buenos aires,1,1,2017-12-10,2021-12-09
hcdn2354,pablo,ansaloni,pablo ansaloni,m,buenos aires,1,3,2017-12-10,2027-12-09
hcdn2355,mario horacio,arce,mario horacio arce,m,formosa,1,1,2017-12-10,2021-12-09
hcdn2356,daniel,arroyo,daniel arroyo,m,buenos aires,1,4,2017-12-10,2025-12-09
hcdn2357,beatriz luisa,avila,beatriz luisa avila,f,tucuman,1,1,2017-12-10,2021-12-09
hcdn2358,aida beatriz maxima,ayala,aida beatriz maxima ayala,f,chaco,1,1,2017-12-10,2021-12-09
hcdn2359,juan jose,bahillo,juan jose bahillo,m,entre rios,1,1,2017-12-10,2021-12-09
hcdn2360,hernan,berisso,hernan berisso,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2361,sofia,brambilla,sofia brambilla,f,corrientes,1,1,2017-12-10,2025-12-09
hcdn2362,marcela,campagnoli,marcela campagnoli,f,buenos aires,1,3,2017-12-10,2025-12-09
hcdn2363,javier,campos,javier campos,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2364,albor angel,cantard,albor angel cantard,m,santa fe,1,1,2017-12-10,2021-12-09
hcdn2365,antonio jose,carambia,antonio jose carambia,m,santa cruz,1,3,2017-12-10,2021-12-09
hcdn2366,pablo,carro,pablo carro,m,cordoba,1,3,2017-12-10,2025-12-09
hcdn2367,paulo leonardo,cassinerio,paulo leonardo cassinerio,m,cordoba,1,1,2017-12-10,2021-12-09
hcdn2368,gabriela,cerruti,gabriela cerruti,f,ciudad de buenos aires,1,2,2017-12-10,2021-12-09
hcdn2369,luis gustavo,contigiani,luis gustavo contigiani,m,santa fe,1,2,2017-12-10,2021-12-09
hcdn2370,walter,correa,walter correa,m,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2371,mayda,cresto,mayda cresto,f,entre rios,1,2,2017-12-10,2021-12-09
hcdn2372,gonzalo pedro antonio,del cerro,gonzalo pedro antonio del cerro,m,santa fe,1,1,2017-12-10,2021-12-09
hcdn2373,romina,del pla,romina del pla,f,buenos aires,1,6,2017-12-10,2029-12-09
hcdn2374,melina aida,delu,melina aida delu,f,la pampa,1,2,2017-12-10,2021-12-09
hcdn2375,ezequiel,fernandez langan,ezequiel fernandez langan,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2376,ramiro,fernandez patri,ramiro fernandez patri,m,formosa,1,3,2017-12-10,2025-12-09
hcdn2377,carlos a.,fernandez,carlos a. fernandez,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2378,danilo adrian,flores,danilo adrian flores,m,la rioja,1,2,2017-12-10,2021-12-09
hcdn2379,alicia,fregonese,alicia fregonese,f,entre rios,1,1,2017-12-10,2029-12-09
hcdn2380,gabriel alberto,frizza,gabriel alberto frizza,m,cordoba,1,1,2017-12-10,2021-12-09
hcdn2381,alejandro,garcia,alejandro garcia,m,ciudad de buenos aires,1,1,2017-12-10,2021-12-09
hcdn2382,silvana micaela,ginocchio,silvana micaela ginocchio,f,catamarca,1,4,2017-12-10,2025-12-09
hcdn2383,martin,grande,martin grande,m,salta,1,1,2017-12-10,2021-12-09
hcdn2384,hugo orlando,infante,hugo orlando infante,m,santiago del estero,1,1,2017-12-10,2021-12-09
hcdn2385,jorge enrique,lacoste,jorge enrique lacoste,m,entre rios,1,1,2017-12-10,2021-12-09
hcdn2386,sergio napoleon,leavy,sergio napoleon leavy,m,salta,1,1,2017-12-10,2021-12-09
hcdn2387,federico raul,zamarbide,federico raul zamarbide,m,mendoza,1,1,2017-12-10,2021-12-09
hcdn2388,claudia,ledesma abdala de zamora,claudia ledesma abdala de zamora,f,santiago del estero,1,1,2017-12-10,2021-12-09
hcdn2389,maria lucila,lehmann,maria lucila lehmann,f,santa fe,1,1,2017-12-10,2021-12-09
hcdn2390,martin miguel,llaryora,martin miguel llaryora,m,cordoba,1,1,2017-12-10,2021-12-09
hcdn2391,lorena,matzen,lorena matzen,f,rio negro,1,1,2017-12-10,2021-12-09
hcdn2392,gladys,medina,gladys medina,f,tucuman,1,4,2017-12-10,2029-12-09
hcdn2393,martin nicolas,medina,martin nicolas medina,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2394,gustavo,menna,gustavo menna,m,chubut,1,1,2017-12-10,2021-12-09
hcdn2395,osmar antonio,monaldi,osmar antonio monaldi,m,jujuy,1,1,2017-12-10,2021-12-09
hcdn2396,guillermo tristan,montenegro,guillermo tristan montenegro,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2397,flavia,morales,flavia morales,f,misiones,1,1,2017-12-10,2021-12-09
hcdn2398,juan,mosqueda,juan mosqueda,m,chaco,1,2,2017-12-10,2021-12-09
hcdn2399,claudia,najul,claudia najul,f,mendoza,1,1,2017-12-10,2021-12-09
hcdn2400,paula,oliveto lago,paula oliveto lago,f,ciudad de buenos aires,1,3,2017-12-10,2025-12-09
hcdn2401,juan manuel,lopez,juan manuel lopez,m,buenos aires | ciudad de buenos aires,2,3,2017-12-10,2025-12-09
hcdn2402,monica,macha,monica macha,f,buenos aires,1,4,2017-12-10,2025-12-09
hcdn2403,jose luis,martiarena,jose luis martiarena,m,jujuy,1,2,2017-12-10,2021-12-09
hcdn2404,elda,pertile,elda pertile,f,chaco,1,2,2017-12-10,2021-12-09
hcdn2405,maria carla,piccolomini,maria carla piccolomini,f,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2406,fabio jose,quetglas,fabio jose quetglas,m,buenos aires,1,2,2017-12-10,2025-12-09
hcdn2407,jose luis,ramon,jose luis ramon,m,mendoza,1,3,2017-12-10,2021-12-09
hcdn2408,ariel,rauschenberger,ariel rauschenberger,m,la pampa,1,3,2017-12-10,2027-12-09
hcdn2409,estela mercedes,regidor belledone,estela mercedes regidor belledone,f,corrientes,1,1,2017-12-10,2021-12-09
hcdn2410,roxana nahir,reyes,roxana nahir reyes,f,santa cruz,1,2,2017-12-10,2025-12-09
hcdn2411,alejandra,rodenas,alejandra rodenas,f,santa fe,1,2,2017-12-10,2021-12-09
hcdn2412,jorge antonio,romero,jorge antonio romero,m,corrientes,1,3,2017-12-10,2025-12-09
hcdn2413,victoria,rosso,victoria rosso,f,san luis,1,3,2017-12-10,2021-12-09
hcdn2414,laura,russo,laura russo,f,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2415,gustavo arturo,saadi,gustavo arturo saadi,m,catamarca,1,2,2017-12-10,2021-12-09
hcdn2416,julio enrique,sahad,julio enrique sahad,m,la rioja,1,1,2017-12-10,2021-12-09
hcdn2417,roberto,salvarezza,roberto salvarezza,m,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2418,alma liliana,sapag,alma liliana sapag,f,neuquen,1,1,2017-12-10,2021-12-09
hcdn2419,david pablo,schlereth,david pablo schlereth,m,neuquen,1,1,2017-12-10,2021-12-09
hcdn2420,magdalena,sierra,magdalena sierra,f,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2421,vanesa raquel,siley,vanesa raquel siley,f,buenos aires,1,3,2017-12-10,2029-12-09
hcdn2422,hector antonio,stefani,hector antonio stefani,m,tierra del fuego,1,1,2017-12-10,2025-12-09
hcdn2423,facundo,suarez lastra,facundo suarez lastra,m,ciudad de buenos aires,1,1,2017-12-10,2021-12-09
hcdn2424,fernanda,vallejos,fernanda vallejos,f,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2425,juan benedicto,vazquez,juan benedicto vazquez,m,santa cruz,1,2,2017-12-10,2021-12-09
hcdn2426,alejandra maria,vigo,alejandra maria vigo,f,cordoba,1,1,2017-12-10,2021-12-09
hcdn2427,natalia soledad,villa,natalia soledad villa,f,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2428,ricardo,wellbach,ricardo wellbach,m,misiones,1,1,2017-12-10,2021-12-09
hcdn2429,hugo,yasky,hugo yasky,m,buenos aires,1,3,2017-12-10,2029-12-09
hcdn2430,fernando,espinoza,fernando espinoza,m,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2431,pablo raul,yedlin,pablo raul yedlin,m,tucuman,1,3,2017-12-10,2027-12-09
hcdn2432,eduardo,bucca,eduardo bucca,m,buenos aires,1,2,2017-12-10,2021-12-09
hcdn2433,josefina,mendoza,josefina mendoza,f,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2434,rosa rosario,muñoz,rosa rosario muñoz,f,chubut,1,2,2017-12-10,2021-12-09
hcdn2435,jorge ricardo,enriquez,jorge ricardo enriquez,m,ciudad de buenos aires,1,1,2017-12-10,2021-12-09
hcdn2436,astrid,hummel,astrid hummel,f,santa fe,1,1,2015-12-10,2019-12-09
hcdn2437,andres alberto,vallone,andres alberto vallone,m,san luis,1,2,2015-12-10,2019-12-09
hcdn2438,veronica,derna,veronica derna,f,misiones,1,1,2015-12-10,2019-12-09
hcdn2439,nadia lorena,ricci,nadia lorena ricci,f,santa cruz,1,1,2015-12-10,2019-12-09
hcdn2440,sebastian,bragagnolo,sebastian bragagnolo,m,mendoza,1,1,2015-12-10,2019-12-09
hcdn2441,fernando,asencio,fernando asencio,m,buenos aires,1,2,2015-12-10,2019-12-09
hcdn2444,monica leticia,schlotthauer,monica leticia schlotthauer,f,buenos aires,1,2,2015-12-10,2025-12-09
hcdn2445,bernardo jose,herrera,bernardo jose herrera,m,santiago del estero,1,3,2017-12-10,2025-12-09
hcdn2536,jose luis,moretti,jose luis moretti,m,la rioja,1,1,2015-12-10,2019-12-09
hcdn2676,alejandra alcira,caballero,alejandra alcira caballero,f,ciudad de buenos aires,1,1,2015-12-10,2019-12-09
hcdn2738,roberto,mirabella,roberto mirabella,m,santa fe,1,3,2021-12-10,2025-12-09
hcdn2749,jimena,latorre,jimena latorre,f,mendoza,1,1,2019-12-10,2023-12-09
hcdn2750,adriana noemi,ruarte,adriana noemi ruarte,f,cordoba,1,1,2019-12-10,2023-12-09
hcdn2751,lucas javier,godoy,lucas javier godoy,m,salta,1,1,2019-12-10,2023-12-09
hcdn2752,victor hugo,romero,victor hugo romero,m,cordoba,1,1,2019-12-10,2023-12-09
hcdn2753,marisa lourdes,uceda,marisa lourdes uceda,f,mendoza,1,1,2019-12-10,2023-12-09
hcdn2754,jorge,rizzotti,jorge rizzotti,m,jujuy,1,4,2019-12-10,2027-12-09
hcdn2755,francisco,sanchez,francisco sanchez,m,neuquen,1,1,2019-12-10,2023-12-09
hcdn2756,enrique,estevez,enrique estevez,m,santa fe,1,1,2019-12-10,2023-12-09
hcdn2758,lidia ines,ascarate,lidia ines ascarate,f,tucuman,1,1,2019-12-10,2023-12-09
hcdn2759,alicia n.,aparicio,alicia n. aparicio,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2760,claudia beatriz,ormachea,claudia beatriz ormachea,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2761,florencia,lampreabe,florencia lampreabe,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2762,carlos ybrhain,ponce,carlos ybrhain ponce,m,san luis,1,1,2019-12-10,2023-12-09
hcdn2763,alfredo oscar,schiavoni,alfredo oscar schiavoni,m,misiones,1,1,2019-12-10,2023-12-09
hcdn2764,juan,martin,juan martin,m,santa fe,1,1,2019-12-10,2023-12-09
hcdn2765,carlos,cisneros,carlos cisneros,m,tucuman,1,2,2019-12-10,2027-12-09
hcdn2766,soher,el sukaria,soher el sukaria,f,cordoba,1,1,2019-12-10,2023-12-09
hcdn2767,victoria,morales gorleri,victoria morales gorleri,f,ciudad de buenos aires,1,1,2019-12-10,2023-12-09
hcdn2768,carlos,gutierrez,carlos gutierrez,m,cordoba,1,5,2019-12-10,2027-12-09
hcdn2769,hernan,perez araujo,hernan perez araujo,m,la pampa,1,1,2019-12-10,2023-12-09
hcdn2770,"hector ""cacho""",barbaro,"hector ""cacho"" barbaro",m,misiones,1,1,2019-12-10,2023-12-09
hcdn2771,gabriela,lena,gabriela lena,f,entre rios,1,1,2019-12-10,2023-12-09
hcdn2772,carlos alberto,vivero,carlos alberto vivero,m,neuquen,1,1,2017-12-10,2021-12-09
hcdn2773,martin,soria,martin soria,m,rio negro,1,2,2019-12-10,2027-12-09
hcdn2774,"alejandro ""topo""",rodriguez,"alejandro ""topo"" rodriguez",m,buenos aires,1,2,2019-12-10,2023-12-09
hcdn2775,ramiro,gutierrez,ramiro gutierrez,m,buenos aires,1,2,2019-12-10,2027-12-09
hcdn2776,maria rosa,martinez,maria rosa martinez,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2777,martin antonio,berhongaray,martin antonio berhongaray,m,la pampa,1,2,2019-12-10,2023-12-09
hcdn2778,marcelo pablo,casaretto,marcelo pablo casaretto,m,entre rios,1,1,2019-12-10,2023-12-09
hcdn2779,emiliano benjamin,yacobitti,emiliano benjamin yacobitti,m,ciudad de buenos aires,1,2,2019-12-10,2023-12-09
hcdn2780,sergio guillermo,casas,sergio guillermo casas,m,la rioja,1,2,2019-12-10,2027-12-09
hcdn2781,gustavo rene,hein,gustavo rene hein,m,entre rios,1,1,2019-12-10,2023-12-09
hcdn2782,virginia,cornejo,virginia cornejo,f,salta,1,2,2019-12-10,2023-12-09
hcdn2783,federico,frigerio,federico frigerio,m,tierra del fuego,1,1,2019-12-10,2023-12-09
hcdn2784,maria graciela,parola,maria graciela parola,f,formosa,1,2,2019-12-10,2027-12-09
hcdn2785,alejandro,cacace,alejandro cacace,m,san luis,1,2,2019-12-10,2023-12-09
hcdn2786,ignacio agustin,torres,ignacio agustin torres,m,chubut,1,3,2019-12-10,2023-12-09
hcdn2787,maximiliano,ferraro,maximiliano ferraro,m,ciudad de buenos aires,1,3,2019-12-10,2027-12-09
hcdn2788,alejandra del huerto,obeid,alejandra del huerto obeid,f,santa fe,1,1,2019-12-10,2023-12-09
hcdn2789,german pedro,martinez,german pedro martinez,m,santa fe,1,2,2019-12-10,2027-12-09
hcdn2790,felipe,alvarez,felipe alvarez,m,la rioja,1,3,2019-12-10,2023-12-09
hcdn2791,dante,lopez rodriguez,dante lopez rodriguez,m,catamarca,1,2,2017-12-10,2025-12-09
hcdn2792,mario,leito,mario leito,m,tucuman,1,1,2019-12-10,2023-12-09
hcdn2793,federico,angelini,federico angelini,m,santa fe,1,1,2019-12-10,2023-12-09
hcdn2794,alvaro,de lamadrid,alvaro de lamadrid,m,ciudad de buenos aires,1,1,2017-12-10,2021-12-09
hcdn2795,maria lujan,rey,maria lujan rey,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2796,susana graciela,landriscini,susana graciela landriscini,f,rio negro,1,1,2019-12-10,2023-12-09
hcdn2797,camila,crescimbeni,camila crescimbeni,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2798,daniela marina,vilar,daniela marina vilar,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2799,aldo,leiva,aldo leiva,m,chaco,1,2,2019-12-10,2027-12-09
hcdn2800,lia veronica,caliva,lia veronica caliva,f,salta,1,1,2019-12-10,2023-12-09
hcdn2801,humberto marcelo,orrego,humberto marcelo orrego,m,san juan,1,1,2019-12-10,2023-12-09
hcdn2802,alejandro daniel,bermejo,alejandro daniel bermejo,m,mendoza,1,1,2019-12-10,2023-12-09
hcdn2803,gerardo,cipolini,gerardo cipolini,m,chaco,1,2,2019-12-10,2027-12-09
hcdn2804,itai,hagman,itai hagman,m,ciudad de buenos aires,1,2,2019-12-10,2029-12-09
hcdn2805,juan emilio,ameri,juan emilio ameri,m,salta,1,1,2017-12-10,2021-12-09
hcdn2806,domingo luis,amaya,domingo luis amaya,m,tucuman,1,2,2019-12-10,2023-12-09
hcdn2807,ruben,manzi,ruben manzi,m,catamarca,1,1,2019-12-10,2023-12-09
hcdn2808,maria luisa,montoto,maria luisa montoto,f,santiago del estero,1,2,2017-12-10,2025-12-09
hcdn2809,maria de las mercedes,joury,maria de las mercedes joury,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2810,monica,frade,monica frade,f,buenos aires,1,3,2019-12-10,2027-12-09
hcdn2811,sebastian nicolas,salvador,sebastian nicolas salvador,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2812,sebastian,garcia de luca,sebastian garcia de luca,m,buenos aires,1,2,2019-12-10,2023-12-09
hcdn2813,luis,di giacomo,luis di giacomo,m,rio negro,1,1,2019-12-10,2023-12-09
hcdn2814,ximena,garcia,ximena garcia,f,santa fe,1,1,2019-12-10,2023-12-09
hcdn2815,eduardo,fernandez,eduardo fernandez,m,cordoba,1,1,2019-12-10,2023-12-09
hcdn2816,dolores,martinez,dolores martinez,f,ciudad de buenos aires,1,2,2019-12-10,2023-12-09
hcdn2817,nancy,sand,nancy sand,f,corrientes,1,2,2019-12-10,2027-12-09
hcdn2818,jorge,vara,jorge vara,m,corrientes,1,1,2019-12-10,2023-12-09
hcdn2819,daniel julio,ferreyra,daniel julio ferreyra,m,jujuy,1,1,2019-12-10,2023-12-09
hcdn2820,dina,rezinovsky,dina rezinovsky,f,ciudad de buenos aires,1,1,2019-12-10,2023-12-09
hcdn2821,paula andrea,penacca,paula andrea penacca,f,ciudad de buenos aires,1,2,2019-12-10,2027-12-09
hcdn2822,ricardo,daives,ricardo daives,m,santiago del estero,1,2,2019-12-10,2027-12-09
hcdn2823,mariana,zuvic,mariana zuvic,f,ciudad de buenos aires,1,1,2019-12-10,2023-12-09
hcdn2824,ingrid,jetter,ingrid jetter,f,corrientes,1,1,2019-12-10,2023-12-09
hcdn2825,eduardo felix,valdes,eduardo felix valdes,m,ciudad de buenos aires,1,2,2019-12-10,2027-12-09
hcdn2826,liliana patricia,yambrun,liliana patricia yambrun,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2827,laura carolina,castets,laura carolina castets,f,santa fe,1,2,2019-12-10,2023-12-09
hcdn2828,mariana,stilman,mariana stilman,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2829,estela,hernandez,estela hernandez,f,chubut,1,1,2019-12-10,2023-12-09
hcdn2830,paola,vessvessian,paola vessvessian,f,santa cruz,1,1,2019-12-10,2023-12-09
hcdn2831,santiago,cafiero,santiago cafiero,m,buenos aires,1,1,2023-12-10,2027-12-09
hcdn2844,federico,fagioli,federico fagioli,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2845,nicolas,rodriguez saa,nicolas rodriguez saa,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2846,marcelo,koenig,marcelo koenig,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2847,esteban mateo,bogdanich,esteban mateo bogdanich,m,santa fe,1,1,2017-12-10,2021-12-09
hcdn2848,claudia gabriela,marquez,claudia gabriela marquez,f,cordoba,1,1,2017-12-10,2021-12-09
hcdn2849,ayelen,sposito,ayelen sposito,f,rio negro,1,1,2017-12-10,2021-12-09
hcdn2850,francisco,guevara,francisco guevara,m,san juan,1,1,2017-12-10,2021-12-09
hcdn2851,jimena,lopez,jimena lopez,f,buenos aires,1,2,2019-12-10,2029-12-09
hcdn2852,hector,fernandez,hector fernandez,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2853,nelly ramona,daldovo,nelly ramona daldovo,f,formosa,1,1,2019-12-10,2023-12-09
hcdn2854,romina,uhrig,romina uhrig,f,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2856,carolina,yutrovic,carolina yutrovic,f,tierra del fuego,1,2,2017-12-10,2025-12-09
hcdn2857,patricia,mounier,patricia mounier,f,santa fe,1,1,2017-12-10,2021-12-09
hcdn2859,juan carlos,alderete,juan carlos alderete,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2860,gisela,marziotta,gisela marziotta,f,ciudad de buenos aires,1,2,2017-12-10,2025-12-09
hcdn2861,adriana,caceres,adriana caceres,f,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2862,lisandro,bormioli,lisandro bormioli,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2863,guillermo oscar,carnaghi,guillermo oscar carnaghi,m,neuquen,1,1,2019-12-10,2023-12-09
hcdn2864,alcira elsa,figueroa,alcira elsa figueroa,f,salta,1,1,2017-12-10,2021-12-09
hcdn2866,jorge guillermo,veron,jorge guillermo veron,m,santa cruz,1,1,2019-12-10,2023-12-09
hcdn2867,carlos,ortega,carlos ortega,m,buenos aires,1,1,2017-12-10,2021-12-09
hcdn2870,pedro cristian,dantas,pedro cristian dantas,m,rio negro,1,1,2019-12-10,2023-12-09
hcdn2871,eber albano,perez plaza,eber albano perez plaza,m,mendoza,1,1,2019-12-10,2023-12-09
hcdn2876,lucio,yapor,lucio yapor,m,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2877,gustavo fernando,lopez,gustavo fernando lopez,m,ciudad de buenos aires,1,1,2017-12-10,2021-12-09
hcdn2878,natalia marcela,souto,natalia marcela souto,f,buenos aires,1,1,2019-12-10,2023-12-09
hcdn2879,julieta,marcolli,julieta marcolli,f,catamarca,1,1,2017-12-10,2021-12-09
hcdn2880,javier gerardo,milei,javier gerardo milei,m,ciudad de buenos aires,1,1,2021-12-10,2025-12-09
hcdn2881,gabriela,besana,gabriela besana,f,buenos aires,1,1,2021-12-10,2025-12-09
hcdn2882,rolando,figueroa,rolando figueroa,m,neuquen,1,1,2021-12-10,2025-12-09
hcdn2883,silvia,sayago,silvia sayago,f,santiago del estero,1,1,2021-12-10,2025-12-09
hcdn2884,emiliano,estrada,emiliano estrada,m,salta,1,2,2021-12-10,2025-12-09
hcdn2885,maria luisa,chomiak,maria luisa chomiak,f,chaco,1,2,2021-12-10,2025-12-09
hcdn2886,tomas,ledesma,tomas ledesma,m,entre rios,1,2,2021-12-10,2025-12-09
hcdn2887,roberto antonio,sanchez,roberto antonio sanchez,m,tucuman,1,2,2021-12-10,2025-12-09
hcdn2888,germana,figueroa casas,germana figueroa casas,f,santa fe,1,1,2021-12-10,2025-12-09
hcdn2889,eduardo,toniolli,eduardo toniolli,m,santa fe,1,2,2021-12-10,2025-12-09
hcdn2891,monica,fein,monica fein,f,santa fe,1,4,2021-12-10,2025-12-09
hcdn2892,leandro,santoro,leandro santoro,m,ciudad de buenos aires,1,2,2021-12-10,2025-12-09
hcdn2893,marcela,antola,marcela antola,f,entre rios,1,3,2021-12-10,2025-12-09
hcdn2894,marcela,coli,marcela coli,f,la pampa,1,3,2021-12-10,2025-12-09
hcdn2895,danya,tavela,danya tavela,f,buenos aires,1,3,2021-12-10,2025-12-09
hcdn2896,victoria,tolosa paz,victoria tolosa paz,f,buenos aires,1,2,2021-12-10,2027-12-09
hcdn2897,pedro jorge,galimberti,pedro jorge galimberti,m,entre rios,1,2,2021-12-10,2025-12-09
hcdn2898,ricardo hipolito,lopez murphy,ricardo hipolito lopez murphy,m,ciudad de buenos aires,1,4,2021-12-10,2025-12-09
hcdn2899,brenda,vargas matyi,brenda vargas matyi,f,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2900,carlos raul,zapata,carlos raul zapata,m,salta,1,2,2021-12-10,2029-12-09
hcdn2901,jose luis,espert,jose luis espert,m,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2902,gabriela,pedrali,gabriela pedrali,f,la rioja,1,2,2021-12-10,2029-12-09
hcdn2903,agustin,fernandez,agustin fernandez,m,tucuman,1,3,2021-12-10,2025-12-09
hcdn2904,sergio omar,palazzo,sergio omar palazzo,m,buenos aires,1,2,2021-12-10,2029-12-09
hcdn2905,agustina lucrecia,propato,agustina lucrecia propato,f,buenos aires,1,2,2021-12-10,2029-12-09
hcdn2906,mario,barletta,mario barletta,m,santa fe,1,3,2021-12-10,2025-12-09
hcdn2907,tanya,bertoldi,tanya bertoldi,f,neuquen,1,2,2021-12-10,2025-12-09
hcdn2908,facundo,manes,facundo manes,m,buenos aires,1,3,2021-12-10,2025-12-09
hcdn2909,paula,omodeo,paula omodeo,f,tucuman,1,3,2021-12-10,2025-12-09
hcdn2910,ignacio,garcia aresca,ignacio garcia aresca,m,cordoba,1,5,2021-12-10,2029-12-09
hcdn2911,leila,chaher,leila chaher,f,jujuy,1,2,2021-12-10,2025-12-09
hcdn2912,eugenia,alianiello,eugenia alianiello,f,chubut,1,2,2021-12-10,2025-12-09
hcdn2913,victoria,borrego,victoria borrego,f,buenos aires,1,3,2021-12-10,2025-12-09
hcdn2914,maria,sotolano,maria sotolano,f,buenos aires,1,1,2021-12-10,2025-12-09
hcdn2915,julio,pereyra,julio pereyra,m,buenos aires,1,2,2021-12-10,2025-12-09
hcdn2916,sabrina,ajmechet,sabrina ajmechet,f,ciudad de buenos aires,1,2,2021-12-10,2029-12-09
hcdn2917,adolfo,bermejo,adolfo bermejo,m,mendoza,1,2,2021-12-10,2025-12-09
hcdn2918,maria jose,zangla,maria jose zangla,f,san luis,1,1,2021-12-10,2025-12-09
hcdn2919,gabriel felipe,chumpitaz,gabriel felipe chumpitaz,m,santa fe,1,2,2021-12-10,2025-12-09
