"ID","APELLIDO","NOMBRE","GENERO","DISTRITO","INICIO","FIN","JURAMENTO","CESE","BLOQUE","BLOQUE_INICIO","BLOQUE_FIN"
"HCDN1136","ABDALA DE MATARAZZO","NORMA AMANDA","F","SANTIAGO DEL ESTERO","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","FRENTE CIVICO POR SANTIAGO","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN1136","ABDALA DE MATARAZZO","NORMA AMANDA","F","SANTIAGO DEL ESTERO","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2017-12-09T00:00:00","FRENTE CIVICO POR SANTIAGO","2013-12-10T00:00:00","2017-12-09T00:00:00"
"HCDN1136","ABDALA DE MATARAZZO","NORMA AMANDA","F","SANTIAGO DEL ESTERO","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","FRENTE CIVICO POR SANTIAGO","2017-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN1136","ABDALA DE MATARAZZO","NORMA AMANDA","F","SANTIAGO DEL ESTERO","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2021-12-09T00:00:00"
"HCDN1382","ABRAHAM","ALEJANDRO","M","MENDOZA","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2017-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2013-12-13T00:00:00","2017-12-09T00:00:00"
"HCDN1441","ACERENZA","SAMANTA MARIA CELESTE","F","BUENOS AIRES","2015-12-10T00:00:00","2019-12-09T00:00:00","2015-12-04T00:00:00","2019-12-09T00:00:00","UNION PRO","2015-12-10T00:00:00","2017-12-09T00:00:00"
"HCDN1441","ACERENZA","SAMANTA MARIA CELESTE","F","BUENOS AIRES","2015-12-10T00:00:00","2019-12-09T00:00:00","2015-12-04T00:00:00","2019-12-09T00:00:00","PRO","2017-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN0055","ACEVEDO","SERGIO","M","SANTA CRUZ","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-12-07T00:00:00","2025-09-15T00:00:00","SER - SOMOS ENERGIA PARA RENOVAR","2023-12-08T00:00:00","2023-12-12T00:00:00"
"HCDN0055","ACEVEDO","SERGIO","M","SANTA CRUZ","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-12-07T00:00:00","2025-09-15T00:00:00","POR SANTA CRUZ","2023-12-12T00:00:00","2025-09-15T00:00:00"
"HCDN0970","ACOSTA","MARIA JULIA","F","CATAMARCA","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2007-12-10T00:00:00","2011-12-09T00:00:00"
"HCDN3018","AGOST CARREÑO","OSCAR","M","CORDOBA","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-08-23T00:00:00","2025-12-09T00:00:00","PRO","2023-08-23T00:00:00","2023-12-09T00:00:00"
"HCDN3018","AGOST CARREÑO","OSCAR","M","CORDOBA","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-08-23T00:00:00","2025-12-09T00:00:00","CAMBIO FEDERAL","2023-12-10T00:00:00","2023-12-27T00:00:00"
"HCDN3018","AGOST CARREÑO","OSCAR","M","CORDOBA","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-08-23T00:00:00","2025-12-09T00:00:00","HACEMOS COALICIÓN FEDERAL","2023-12-27T00:00:00","2024-08-07T00:00:00"
"HCDN3018","AGOST CARREÑO","OSCAR","M","CORDOBA","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-08-23T00:00:00","2025-12-09T00:00:00","ENCUENTRO FEDERAL","2024-08-07T00:00:00","2025-12-09T00:00:00"
"HCDN0971","AGOSTO","WALTER ALFREDO","M","SANTA FE","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2007-12-10T00:00:00","2009-02-23T00:00:00"
"HCDN0971","AGOSTO","WALTER ALFREDO","M","SANTA FE","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-12-09T00:00:00","SANTA FE FEDERAL","2009-02-24T00:00:00","2009-12-09T00:00:00"
"HCDN0971","AGOSTO","WALTER ALFREDO","M","SANTA FE","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-12-09T00:00:00","PERONISMO FEDERAL","2009-12-10T00:00:00","2011-12-09T00:00:00"
"HCDN0845","AGUAD","OSCAR RAUL","M","CORDOBA","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","UCR","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN0845","AGUAD","OSCAR RAUL","M","CORDOBA","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2015-12-09T00:00:00","UCR","2013-12-10T00:00:00","2015-12-09T00:00:00"
"HCDN3166","AGUERO","GUILLERMO CESAR","M","CHACO","2025-12-10T00:00:00","2029-12-09T00:00:00",NA,"2029-12-09T00:00:00","UCR - UNIÓN CÍVICA RADICAL","2025-12-10T00:00:00","2029-12-09T00:00:00"
"HCDN1232","AGUILAR","LINO WALTER","M","SAN LUIS","2011-12-10T00:00:00","2015-12-09T00:00:00","2011-12-06T00:00:00","2015-12-09T00:00:00","FRENTE PERONISTA","2011-12-10T00:00:00","2013-09-16T00:00:00"
"HCDN1232","AGUILAR","LINO WALTER","M","SAN LUIS","2011-12-10T00:00:00","2015-12-09T00:00:00","2011-12-06T00:00:00","2015-12-09T00:00:00","COMPROMISO FEDERAL","2013-09-17T00:00:00","2015-12-09T00:00:00"
"HCDN0972","AGUIRRE","HILDA","F","LA RIOJA","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2007-12-10T00:00:00","2011-12-09T00:00:00"
"HCDN0972","AGUIRRE","HILDA","F","LA RIOJA","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN0972","AGUIRRE","HILDA","F","LA RIOJA","2023-12-10T00:00:00","2027-12-09T00:00:00","2023-12-07T00:00:00","2027-12-09T00:00:00","UNIÓN POR LA PATRIA","2023-12-10T00:00:00","2027-12-09T00:00:00"
"HCDN2959","AGUIRRE","MANUEL IGNACIO","M","CORRIENTES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","UCR","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2959","AGUIRRE","MANUEL IGNACIO","M","CORRIENTES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","UCR - UNIÓN CÍVICA RADICAL","2023-12-10T00:00:00","2024-10-24T00:00:00"
"HCDN2959","AGUIRRE","MANUEL IGNACIO","M","CORRIENTES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","DEMOCRACIA PARA SIEMPRE","2024-10-24T00:00:00","2025-12-09T00:00:00"
"HCDN2349","AICEGA","JUAN","M","BUENOS AIRES","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","PRO","2017-12-10T00:00:00","2021-12-09T00:00:00"
"HCDN2916","AJMECHET","SABRINA","F","CIUDAD DE BUENOS AIRES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","PRO","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2916","AJMECHET","SABRINA","F","CIUDAD DE BUENOS AIRES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","PRO","2023-12-10T00:00:00","2025-11-03T00:00:00"
"HCDN2916","AJMECHET","SABRINA","F","CIUDAD DE BUENOS AIRES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","LA LIBERTAD AVANZA","2025-11-03T00:00:00","2025-12-09T00:00:00"
"HCDN2916","AJMECHET","SABRINA","F","CIUDAD DE BUENOS AIRES","2025-12-10T00:00:00","2029-12-09T00:00:00",NA,"2029-12-09T00:00:00","LA LIBERTAD AVANZA","2025-12-10T00:00:00","2029-12-09T00:00:00"
"HCDN1101","ALBARRACIN","JORGE LUIS","M","MENDOZA","2009-12-10T00:00:00","2013-12-09T00:00:00","2011-12-06T00:00:00","2013-12-09T00:00:00","UCR","2011-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN1572","ALBORNOZ","GABRIELA ROMINA","F","JUJUY","2013-12-10T00:00:00","2017-12-09T00:00:00","2016-03-01T00:00:00","2017-12-09T00:00:00","UCR","2016-03-01T00:00:00","2017-12-09T00:00:00"
"HCDN1137","ALBRIEU","OSCAR EDMUNDO NICOLAS","M","RIO NEGRO","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-01T00:00:00","FRENTE PARA LA VICTORIA - PJ","2009-12-10T00:00:00","2013-12-01T00:00:00"
"HCDN0163","ALBRISI","CESAR ALFREDO","M","CORDOBA","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2010-04-14T00:00:00","FRENTE JUSTICIA UNION Y LIBERTAD - FREJULI","2007-12-10T00:00:00","2009-12-09T00:00:00"
"HCDN0163","ALBRISI","CESAR ALFREDO","M","CORDOBA","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2010-04-14T00:00:00","PERONISMO FEDERAL","2009-12-10T00:00:00","2010-04-14T00:00:00"
"HCDN1068","ALCUAZ","HORACIO ALBERTO","M","BUENOS AIRES","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-19T00:00:00","2011-12-09T00:00:00","COALICION CIVICA - ARI - GEN - UPT","2007-12-10T00:00:00","2009-11-11T00:00:00"
"HCDN1068","ALCUAZ","HORACIO ALBERTO","M","BUENOS AIRES","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-19T00:00:00","2011-12-09T00:00:00","GEN","2009-11-12T00:00:00","2011-12-09T00:00:00"
"HCDN2859","ALDERETE","JUAN CARLOS","M","BUENOS AIRES","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-19T00:00:00","2023-12-09T00:00:00","FRENTE DE TODOS","2019-12-19T14:48:25","2023-12-09T00:00:00"
"HCDN1338","ALEGRE","GILBERTO OSCAR","M","BUENOS AIRES","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2017-12-09T00:00:00","FRENTE RENOVADOR","2013-12-10T00:00:00","2015-12-09T00:00:00"
"HCDN1338","ALEGRE","GILBERTO OSCAR","M","BUENOS AIRES","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2017-12-09T00:00:00","FEDERAL UNIDOS POR UNA NUEVA ARGENTINA","2015-12-10T00:00:00","2017-12-09T00:00:00"
"HCDN0973","ALFARO","GERMAN ENRIQUE","M","TUCUMAN","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-10-21T00:00:00","FRENTE PARA LA VICTORIA - PJ","2007-12-10T00:00:00","2011-10-21T00:00:00"
"HCDN1138","ALFONSIN","RICARDO LUIS","M","BUENOS AIRES","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","UCR","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN1138","ALFONSIN","RICARDO LUIS","M","BUENOS AIRES","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2017-12-09T00:00:00","UCR","2013-12-10T00:00:00","2017-12-09T00:00:00"
"HCDN3140","ALI","ERNESTO ""PIPI""","M","SAN LUIS","2023-12-10T00:00:00","2027-12-09T00:00:00","2024-01-31T00:00:00","2027-12-09T00:00:00","UNIÓN POR LA PATRIA","2024-01-31T00:00:00","2027-12-09T00:00:00"
"HCDN2912","ALIANIELLO","EUGENIA","F","CHUBUT","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","FRENTE DE TODOS","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2912","ALIANIELLO","EUGENIA","F","CHUBUT","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","UNIÓN POR LA PATRIA","2023-12-10T00:00:00","2025-12-09T00:00:00"
"HCDN1222","ALIZEGUI","ANTONIO ANIBAL","M","ENTRE RIOS","2007-12-10T00:00:00","2011-12-09T00:00:00","2009-12-03T00:00:00","2011-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2009-12-10T00:00:00","2011-12-09T00:00:00"
"HCDN2350","ALLENDE","WALBERTO","M","SAN JUAN","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","TODOS JUNTOS POR SAN JUAN","2017-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN2350","ALLENDE","WALBERTO","M","SAN JUAN","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2021-12-09T00:00:00"
"HCDN2350","ALLENDE","WALBERTO","M","SAN JUAN","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","FRENTE DE TODOS","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2350","ALLENDE","WALBERTO","M","SAN JUAN","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","UNIÓN POR LA PATRIA","2023-12-10T00:00:00","2025-12-09T00:00:00"
"HCDN3171","ALMENA","CARLOS ALBERTO","M","SAN LUIS","2025-12-10T00:00:00","2029-12-09T00:00:00",NA,"2029-12-09T00:00:00","LA LIBERTAD AVANZA","2025-12-10T00:00:00","2029-12-09T00:00:00"
"HCDN3029","ALMIRON","LISANDRO","M","CORRIENTES","2023-12-10T00:00:00","2027-12-09T00:00:00","2023-12-07T00:00:00","2027-12-09T00:00:00","LA LIBERTAD AVANZA","2023-12-10T00:00:00","2027-12-09T00:00:00"
"HCDN2937","ALONSO","CONSTANZA MARIA","F","BUENOS AIRES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","FRENTE DE TODOS","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2937","ALONSO","CONSTANZA MARIA","F","BUENOS AIRES","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","UNIÓN POR LA PATRIA","2023-12-10T00:00:00","2025-12-09T00:00:00"
"HCDN0733","ALONSO","GUMERSINDO FEDERICO","M","CORDOBA","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","FRENTE CIVICO - CORDOBA","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN1568","ALONSO","HORACIO FERNANDO","M","BUENOS AIRES","2013-12-10T00:00:00","2017-12-09T00:00:00","2016-03-01T00:00:00","2017-12-09T00:00:00","FEDERAL UNIDOS POR UNA NUEVA ARGENTINA","2016-03-01T00:00:00","2017-12-09T00:00:00"
"HCDN1139","ALONSO","LAURA","F","CIUDAD DE BUENOS AIRES","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","PRO","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN1139","ALONSO","LAURA","F","CIUDAD DE BUENOS AIRES","2013-12-10T00:00:00","2017-12-09T00:00:00","2013-12-04T00:00:00","2015-12-22T00:00:00","UNION PRO","2013-12-10T00:00:00","2015-12-22T00:00:00"
"HCDN2351","ALONSO","LAURA V.","F","BUENOS AIRES","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-10T00:00:00","2019-12-10T00:00:00","FRENTE PARA LA VICTORIA - PJ","2017-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN2351","ALONSO","LAURA V.","F","BUENOS AIRES","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-10T00:00:00","2019-12-10T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2019-12-10T00:00:00"
"HCDN1233","ALONSO","MARIA LUZ","F","LA PAMPA","2011-12-10T00:00:00","2015-12-09T00:00:00","2011-12-06T00:00:00","2015-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2011-12-10T00:00:00","2015-12-09T00:00:00"
"HCDN2352","ALUME SBODIO","KARIM AUGUSTO","M","SAN LUIS","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","COMPROMISO FEDERAL","2017-12-10T00:00:00","2018-02-05T00:00:00"
"HCDN2352","ALUME SBODIO","KARIM AUGUSTO","M","SAN LUIS","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","UNIDAD JUSTICIALISTA","2018-02-06T00:00:00","2019-12-09T00:00:00"
"HCDN2352","ALUME SBODIO","KARIM AUGUSTO","M","SAN LUIS","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2021-12-09T00:00:00"
"HCDN3178","ALVAREZ","CLAUDIO","M","SAN LUIS","2023-12-10T00:00:00","2027-12-09T00:00:00","2025-12-03T00:00:00","2027-12-09T00:00:00","PAIS FEDERAL","2025-12-10T00:00:00","2026-02-13T00:00:00"
"HCDN3178","ALVAREZ","CLAUDIO","M","SAN LUIS","2023-12-10T00:00:00","2027-12-09T00:00:00","2025-12-03T00:00:00","2027-12-09T00:00:00","INNOVACIÓN FEDERAL","2026-02-13T00:00:00","2027-12-09T00:00:00"
"HCDN1140","ALVAREZ","ELSA MARIA","F","SANTA CRUZ","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","UCR","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN2790","ALVAREZ","FELIPE","M","LA RIOJA","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","PRODUCCION Y TRABAJO","2019-12-10T00:00:00","2020-05-26T00:00:00"
"HCDN2790","ALVAREZ","FELIPE","M","LA RIOJA","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","ACCION FEDERAL","2020-05-26T00:00:00","2021-12-09T00:00:00"
"HCDN2790","ALVAREZ","FELIPE","M","LA RIOJA","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","SER - SOMOS ENERGIA PARA RENOVAR","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN1141","ALVAREZ","JORGE MARIO","M","SANTA FE","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","UCR","2009-12-10T00:00:00","2013-12-09T00:00:00"
"HCDN0693","ALVAREZ","JUAN JOSE","M","BUENOS AIRES","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-19T00:00:00","2011-12-09T00:00:00","UNION CELESTE Y BLANCO","2007-12-10T00:00:00","2009-12-09T00:00:00"
"HCDN0693","ALVAREZ","JUAN JOSE","M","BUENOS AIRES","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-19T00:00:00","2011-12-09T00:00:00","PERONISTA","2009-12-10T00:00:00","2011-02-28T00:00:00"
"HCDN0693","ALVAREZ","JUAN JOSE","M","BUENOS AIRES","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-19T00:00:00","2011-12-09T00:00:00","NUCLEO UNIDAD PERONISTA","2011-03-01T00:00:00","2011-12-09T00:00:00"
"HCDN0846","ALVAREZ RODRIGUEZ","MARIA CRISTINA","F","BUENOS AIRES","2015-12-10T00:00:00","2019-12-09T00:00:00","2015-12-04T00:00:00","2019-12-09T00:00:00","FRENTE PARA LA VICTORIA - PJ","2015-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN0846","ALVAREZ RODRIGUEZ","MARIA CRISTINA","F","BUENOS AIRES","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2021-09-21T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2021-09-21T00:00:00"
"HCDN0974","ALVARO","HECTOR JORGE","M","MENDOZA","2007-12-10T00:00:00","2011-12-09T00:00:00","2007-12-05T00:00:00","2011-12-09T00:00:00","DE LA CONCERTACION","2007-12-10T00:00:00","2011-12-09T00:00:00"
"HCDN1142","AMADEO","EDUARDO PABLO","M","BUENOS AIRES","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","PERONISMO FEDERAL","2009-12-10T00:00:00","2011-12-06T00:00:00"
"HCDN1142","AMADEO","EDUARDO PABLO","M","BUENOS AIRES","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","FRENTE PERONISTA","2011-12-07T00:00:00","2013-09-10T00:00:00"
"HCDN1142","AMADEO","EDUARDO PABLO","M","BUENOS AIRES","2009-12-10T00:00:00","2013-12-09T00:00:00","2009-12-03T00:00:00","2013-12-09T00:00:00","FRENTE RENOVADOR","2013-09-11T00:00:00","2013-12-09T00:00:00"
"HCDN1142","AMADEO","EDUARDO PABLO","M","BUENOS AIRES","2015-12-10T00:00:00","2019-12-09T00:00:00","2015-12-04T00:00:00","2019-12-09T00:00:00","UNION PRO","2015-12-10T00:00:00","2017-12-09T00:00:00"
"HCDN1142","AMADEO","EDUARDO PABLO","M","BUENOS AIRES","2015-12-10T00:00:00","2019-12-09T00:00:00","2015-12-04T00:00:00","2019-12-09T00:00:00","PRO","2017-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN2806","AMAYA","DOMINGO LUIS","M","TUCUMAN","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","PRO","2019-12-10T00:00:00","2021-12-09T00:00:00"
"HCDN2806","AMAYA","DOMINGO LUIS","M","TUCUMAN","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","ENCUENTRO FEDERAL","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2805","AMERI","JUAN EMILIO","M","SALTA","2017-12-10T00:00:00","2021-12-09T00:00:00","2019-12-19T00:00:00","2020-09-24T00:00:00","FRENTE DE TODOS","2019-12-19T14:46:13","2020-09-24T00:00:00"
"HCDN3185","ANDINO","CRISTIAN","M","SAN JUAN","2025-12-10T00:00:00","2029-12-09T00:00:00",NA,"2029-12-09T00:00:00","UNIÓN POR LA PATRIA","2025-12-10T00:00:00","2029-12-09T00:00:00"
"HCDN3226","ANDRADE","JAVIER","M","CIUDAD DE BUENOS AIRES","2023-12-10T00:00:00","2027-12-09T00:00:00","2025-12-03T00:00:00","2027-12-09T00:00:00","UNIÓN POR LA PATRIA","2025-12-10T00:00:00","2027-12-09T00:00:00"
"HCDN3157","ANDREUSSI","BARBARA","F","JUJUY","2025-12-10T00:00:00","2029-12-09T00:00:00",NA,"2029-12-09T00:00:00","LA LIBERTAD AVANZA","2025-12-10T00:00:00","2029-12-09T00:00:00"
"HCDN2793","ANGELINI","FEDERICO","M","SANTA FE","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","PRO","2019-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2354","ANSALONI","PABLO","M","BUENOS AIRES","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","PRO","2017-12-10T00:00:00","2019-12-09T00:00:00"
"HCDN2354","ANSALONI","PABLO","M","BUENOS AIRES","2017-12-10T00:00:00","2021-12-09T00:00:00","2017-12-06T00:00:00","2021-12-09T00:00:00","UNIDAD Y EQUIDAD FEDERAL","2019-12-10T00:00:00","2021-12-09T00:00:00"
"HCDN2354","ANSALONI","PABLO","M","BUENOS AIRES","2023-12-10T00:00:00","2027-12-09T00:00:00","2023-12-07T00:00:00","2027-12-09T00:00:00","LA LIBERTAD AVANZA","2023-12-10T00:00:00","2027-12-09T00:00:00"
"HCDN2893","ANTOLA","MARCELA","F","ENTRE RIOS","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","EVOLUCION RADICAL","2021-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN2893","ANTOLA","MARCELA","F","ENTRE RIOS","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","UCR - UNIÓN CÍVICA RADICAL","2023-12-10T00:00:00","2024-10-24T00:00:00"
"HCDN2893","ANTOLA","MARCELA","F","ENTRE RIOS","2021-12-10T00:00:00","2025-12-09T00:00:00","2021-12-07T00:00:00","2025-12-09T00:00:00","DEMOCRACIA PARA SIEMPRE","2024-10-24T00:00:00","2025-12-09T00:00:00"
"HCDN2759","APARICIO","ALICIA N.","F","BUENOS AIRES","2019-12-10T00:00:00","2023-12-09T00:00:00","2019-12-04T00:00:00","2023-12-09T00:00:00","FRENTE DE TODOS","2019-12-10T00:00:00","2023-12-09T00:00:00"
"HCDN3032","ARABIA","DAMIAN","M","CIUDAD DE BUENOS AIRES","2023-12-10T00:00:00","2027-12-09T00:00:00","2023-12-07T00:00:00","2027-12-09T00:00:00","PRO","2023-12-10T00:00:00","2025-11-03T00:00:00"
"HCDN3032","ARABIA","DAMIAN","M","CIUDAD DE BUENOS AIRES","2023-12-10T00:00:00","2027-12-09T00:00:00","2023-12-07T00:00:00","2027-12-09T00:00:00","LA LIBERTAD AVANZA","2025-11-03T00:00:00","2027-12-09T00:00:00"
"HCDN1234","ARAGON","SANTIAGO DIEGO","M","BUENOS AIRES","2011-12-10T00:00:00","2015-12-09T00:00:00","2011-12-06T00:00:00","2012-03-02T00:00:00","FRENTE PARA LA VICTORIA - PJ","2011-12-10T00:00:00","2012-03-02T00:00:00"
"HCDN3022","ARANCIBIA RODRIGUEZ","ALBERTO GUSTAVO","M","SAN LUIS","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-11-02T00:00:00","2025-12-09T00:00:00","AVANZAR SAN LUIS","2023-11-02T00:00:00","2023-11-02T00:00:00"
"HCDN3022","ARANCIBIA RODRIGUEZ","ALBERTO GUSTAVO","M","SAN LUIS","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-11-02T00:00:00","2025-12-09T00:00:00","BLOQUE UNIPERSONAL","2023-11-02T00:00:00","2023-11-07T00:00:00"
"HCDN3022","ARANCIBIA RODRIGUEZ","ALBERTO GUSTAVO","M","SAN LUIS","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-11-02T00:00:00","2025-12-09T00:00:00","DEMOCRATA","2023-11-07T00:00:00","2023-12-20T00:00:00"
"HCDN3022","ARANCIBIA RODRIGUEZ","ALBERTO GUSTAVO","M","SAN LUIS","2021-12-10T00:00:00","2025-12-09T00:00:00","2023-11-02T00:00:00","2025-12-09T00:00:00","LA LIBERTAD AVANZA","2023-12-20T00:00:00","2025-12-09T00:00:00"
